college_code,college_name,branch_code,category,cutoff_rank
E001,University of Visvesvaraya College of Engineering Bangalore,AI,1G,9684
E001,University of Visvesvaraya College of Engineering Bangalore,AI,2AG,7993
E001,University of Visvesvaraya College of Engineering Bangalore,AI,2AR,8135
E001,University of Visvesvaraya College of Engineering Bangalore,AI,2BG,10578
E001,University of Visvesvaraya College of Engineering Bangalore,AI,3AG,4868
E001,University of Visvesvaraya College of Engineering Bangalore,AI,3BG,5660
E001,University of Visvesvaraya College of Engineering Bangalore,AI,GM,4757
E001,University of Visvesvaraya College of Engineering Bangalore,AI,GMK,6053
E001,University of Visvesvaraya College of Engineering Bangalore,AI,GMR,6502
E001,University of Visvesvaraya College of Engineering Bangalore,AI,SCG,25239
E001,University of Visvesvaraya College of Engineering Bangalore,AI,SCK,35775
E001,University of Visvesvaraya College of Engineering Bangalore,AI,SCR,36559
E001,University of Visvesvaraya College of Engineering Bangalore,AI,STG,23027
E001,University of Visvesvaraya College of Engineering Bangalore,AI,STR,30896
E001,University of Visvesvaraya College of Engineering Bangalore,AR,1G,265
E001,University of Visvesvaraya College of Engineering Bangalore,AR,2AG,457
E001,University of Visvesvaraya College of Engineering Bangalore,AR,2BG,203
E001,University of Visvesvaraya College of Engineering Bangalore,AR,3AG,242
E001,University of Visvesvaraya College of Engineering Bangalore,AR,3BG,230
E001,University of Visvesvaraya College of Engineering Bangalore,AR,GM,198
E001,University of Visvesvaraya College of Engineering Bangalore,AR,GMR,488
E001,University of Visvesvaraya College of Engineering Bangalore,AR,SCG,499
E001,University of Visvesvaraya College of Engineering Bangalore,CE,1G,69263
E001,University of Visvesvaraya College of Engineering Bangalore,CE,2AG,73001
E001,University of Visvesvaraya College of Engineering Bangalore,CE,2AK,84647
E001,University of Visvesvaraya College of Engineering Bangalore,CE,2AR,81829
E001,University of Visvesvaraya College of Engineering Bangalore,CE,2BG,74438
E001,University of Visvesvaraya College of Engineering Bangalore,CE,2BR,107808
E001,University of Visvesvaraya College of Engineering Bangalore,CE,3AG,65915
E001,University of Visvesvaraya College of Engineering Bangalore,CE,3AR,70221
E001,University of Visvesvaraya College of Engineering Bangalore,CE,3BG,67681
E001,University of Visvesvaraya College of Engineering Bangalore,CE,3BR,69405
E001,University of Visvesvaraya College of Engineering Bangalore,CE,GM,48502
E001,University of Visvesvaraya College of Engineering Bangalore,CE,GMK,54450
E001,University of Visvesvaraya College of Engineering Bangalore,CE,GMR,67191
E001,University of Visvesvaraya College of Engineering Bangalore,CE,SCG,93280
E001,University of Visvesvaraya College of Engineering Bangalore,CE,SCK,93824
E001,University of Visvesvaraya College of Engineering Bangalore,CE,SCR,101995
E001,University of Visvesvaraya College of Engineering Bangalore,CE,STG,96958
E001,University of Visvesvaraya College of Engineering Bangalore,CE,STK,124574
E001,University of Visvesvaraya College of Engineering Bangalore,CE,STR,123121
E001,University of Visvesvaraya College of Engineering Bangalore,CS,1G,7386
E001,University of Visvesvaraya College of Engineering Bangalore,CS,1R,8647
E001,University of Visvesvaraya College of Engineering Bangalore,CS,2AG,6525
E001,University of Visvesvaraya College of Engineering Bangalore,CS,2AK,7849
E001,University of Visvesvaraya College of Engineering Bangalore,CS,2AR,7538
E001,University of Visvesvaraya College of Engineering Bangalore,CS,2BG,8757
E001,University of Visvesvaraya College of Engineering Bangalore,CS,2BR,11860
E001,University of Visvesvaraya College of Engineering Bangalore,CS,3AG,3932
E001,University of Visvesvaraya College of Engineering Bangalore,CS,3AR,5378
E001,University of Visvesvaraya College of Engineering Bangalore,CS,3BG,4259
E001,University of Visvesvaraya College of Engineering Bangalore,CS,3BK,7918
E001,University of Visvesvaraya College of Engineering Bangalore,CS,3BR,5387
E001,University of Visvesvaraya College of Engineering Bangalore,CS,GM,3649
E001,University of Visvesvaraya College of Engineering Bangalore,CS,GMK,7474
E001,University of Visvesvaraya College of Engineering Bangalore,CS,GMR,5233
E001,University of Visvesvaraya College of Engineering Bangalore,CS,SCG,22271
E001,University of Visvesvaraya College of Engineering Bangalore,CS,SCK,26105
E001,University of Visvesvaraya College of Engineering Bangalore,CS,SCR,26934
E001,University of Visvesvaraya College of Engineering Bangalore,CS,STG,22395
E001,University of Visvesvaraya College of Engineering Bangalore,CS,STR,23998
E001,University of Visvesvaraya College of Engineering Bangalore,EC,1G,10362
E001,University of Visvesvaraya College of Engineering Bangalore,EC,1R,17032
E001,University of Visvesvaraya College of Engineering Bangalore,EC,2AG,11077
E001,University of Visvesvaraya College of Engineering Bangalore,EC,2AK,16068
E001,University of Visvesvaraya College of Engineering Bangalore,EC,2AR,12339
E001,University of Visvesvaraya College of Engineering Bangalore,EC,2BG,16034
E001,University of Visvesvaraya College of Engineering Bangalore,EC,2BR,40511
E001,University of Visvesvaraya College of Engineering Bangalore,EC,3AG,7689
E001,University of Visvesvaraya College of Engineering Bangalore,EC,3AK,19963
E001,University of Visvesvaraya College of Engineering Bangalore,EC,3BG,8029
E001,University of Visvesvaraya College of Engineering Bangalore,EC,3BR,12705
E001,University of Visvesvaraya College of Engineering Bangalore,EC,GM,6692
E001,University of Visvesvaraya College of Engineering Bangalore,EC,GMK,12990
E001,University of Visvesvaraya College of Engineering Bangalore,EC,GMR,11437
E001,University of Visvesvaraya College of Engineering Bangalore,EC,SCG,41942
E001,University of Visvesvaraya College of Engineering Bangalore,EC,SCK,49110
E001,University of Visvesvaraya College of Engineering Bangalore,EC,SCR,44785
E001,University of Visvesvaraya College of Engineering Bangalore,EC,STG,33883
E001,University of Visvesvaraya College of Engineering Bangalore,EC,STR,34812
E001,University of Visvesvaraya College of Engineering Bangalore,EE,1G,29282
E001,University of Visvesvaraya College of Engineering Bangalore,EE,1K,51745
E001,University of Visvesvaraya College of Engineering Bangalore,EE,1R,34616
E001,University of Visvesvaraya College of Engineering Bangalore,EE,2AG,27775
E001,University of Visvesvaraya College of Engineering Bangalore,EE,2AK,29180
E001,University of Visvesvaraya College of Engineering Bangalore,EE,2AR,36728
E001,University of Visvesvaraya College of Engineering Bangalore,EE,2BG,30548
E001,University of Visvesvaraya College of Engineering Bangalore,EE,3AG,22784
E001,University of Visvesvaraya College of Engineering Bangalore,EE,3BG,22227
E001,University of Visvesvaraya College of Engineering Bangalore,EE,3BR,27148
E001,University of Visvesvaraya College of Engineering Bangalore,EE,GM,17218
E001,University of Visvesvaraya College of Engineering Bangalore,EE,GMK,26911
E001,University of Visvesvaraya College of Engineering Bangalore,EE,GMR,26679
E001,University of Visvesvaraya College of Engineering Bangalore,EE,SCG,63753
E001,University of Visvesvaraya College of Engineering Bangalore,EE,SCK,69479
E001,University of Visvesvaraya College of Engineering Bangalore,EE,SCR,75273
E001,University of Visvesvaraya College of Engineering Bangalore,EE,STG,57012
E001,University of Visvesvaraya College of Engineering Bangalore,EE,STR,66517
E001,University of Visvesvaraya College of Engineering Bangalore,IE,1G,8105
E001,University of Visvesvaraya College of Engineering Bangalore,IE,2AG,7779
E001,University of Visvesvaraya College of Engineering Bangalore,IE,2AR,8256
E001,University of Visvesvaraya College of Engineering Bangalore,IE,2BG,11768
E001,University of Visvesvaraya College of Engineering Bangalore,IE,2BK,30724
E001,University of Visvesvaraya College of Engineering Bangalore,IE,3AG,5476
E001,University of Visvesvaraya College of Engineering Bangalore,IE,3AR,6357
E001,University of Visvesvaraya College of Engineering Bangalore,IE,3BG,5187
E001,University of Visvesvaraya College of Engineering Bangalore,IE,GM,5039
E001,University of Visvesvaraya College of Engineering Bangalore,IE,GMK,9396
E001,University of Visvesvaraya College of Engineering Bangalore,IE,GMR,5825
E001,University of Visvesvaraya College of Engineering Bangalore,IE,SCG,29554
E001,University of Visvesvaraya College of Engineering Bangalore,IE,SCR,35459
E001,University of Visvesvaraya College of Engineering Bangalore,IE,STG,28492
E001,University of Visvesvaraya College of Engineering Bangalore,IE,STR,30720
E001,University of Visvesvaraya College of Engineering Bangalore,ME,1G,62351
E001,University of Visvesvaraya College of Engineering Bangalore,ME,1R,62431
E001,University of Visvesvaraya College of Engineering Bangalore,ME,2AG,71359
E001,University of Visvesvaraya College of Engineering Bangalore,ME,2AK,71843
E001,University of Visvesvaraya College of Engineering Bangalore,ME,2AR,74639
E001,University of Visvesvaraya College of Engineering Bangalore,ME,2BG,75759
E001,University of Visvesvaraya College of Engineering Bangalore,ME,2BR,79777
E001,University of Visvesvaraya College of Engineering Bangalore,ME,3AG,50421
E001,University of Visvesvaraya College of Engineering Bangalore,ME,3AR,64283
E001,University of Visvesvaraya College of Engineering Bangalore,ME,3BG,54690
E001,University of Visvesvaraya College of Engineering Bangalore,ME,3BK,59602
E001,University of Visvesvaraya College of Engineering Bangalore,ME,3BR,63644
E001,University of Visvesvaraya College of Engineering Bangalore,ME,GM,43012
E001,University of Visvesvaraya College of Engineering Bangalore,ME,GMK,50158
E001,University of Visvesvaraya College of Engineering Bangalore,ME,GMR,59373
E001,University of Visvesvaraya College of Engineering Bangalore,ME,SCG,106524
E001,University of Visvesvaraya College of Engineering Bangalore,ME,SCK,123898
E001,University of Visvesvaraya College of Engineering Bangalore,ME,SCR,123592
E001,University of Visvesvaraya College of Engineering Bangalore,ME,STG,113865
E001,University of Visvesvaraya College of Engineering Bangalore,ME,STK,134425
E001,University of Visvesvaraya College of Engineering Bangalore,ME,STR,117800
E002,S K S J T Institute of Engineering. Bangalore,CE,1G,96044
E002,S K S J T Institute of Engineering. Bangalore,CE,2AG,100810
E002,S K S J T Institute of Engineering. Bangalore,CE,2AK,122670
E002,S K S J T Institute of Engineering. Bangalore,CE,2AR,106577
E002,S K S J T Institute of Engineering. Bangalore,CE,2BG,101369
E002,S K S J T Institute of Engineering. Bangalore,CE,3AG,93515
E002,S K S J T Institute of Engineering. Bangalore,CE,3BG,97068
E002,S K S J T Institute of Engineering. Bangalore,CE,3BR,105063
E002,S K S J T Institute of Engineering. Bangalore,CE,GM,87484
E002,S K S J T Institute of Engineering. Bangalore,CE,GMK,90439
E002,S K S J T Institute of Engineering. Bangalore,CE,GMR,91373
E002,S K S J T Institute of Engineering. Bangalore,CE,SCG,121681
E002,S K S J T Institute of Engineering. Bangalore,CE,SCK,135559
E002,S K S J T Institute of Engineering. Bangalore,CE,SCR,143752
E002,S K S J T Institute of Engineering. Bangalore,CE,STG,128598
E002,S K S J T Institute of Engineering. Bangalore,CE,STR,129762
E002,S K S J T Institute of Engineering. Bangalore,CS,1G,17352
E002,S K S J T Institute of Engineering. Bangalore,CS,1R,17847
E002,S K S J T Institute of Engineering. Bangalore,CS,2AG,21675
E002,S K S J T Institute of Engineering. Bangalore,CS,2AR,22953
E002,S K S J T Institute of Engineering. Bangalore,CS,2BG,28805
E002,S K S J T Institute of Engineering. Bangalore,CS,2BR,39782
E002,S K S J T Institute of Engineering. Bangalore,CS,3AG,15587
E002,S K S J T Institute of Engineering. Bangalore,CS,3AR,19050
E002,S K S J T Institute of Engineering. Bangalore,CS,3BG,16547
E002,S K S J T Institute of Engineering. Bangalore,CS,3BK,20485
E002,S K S J T Institute of Engineering. Bangalore,CS,GM,14614
E002,S K S J T Institute of Engineering. Bangalore,CS,GMK,20297
E002,S K S J T Institute of Engineering. Bangalore,CS,GMR,17116
E002,S K S J T Institute of Engineering. Bangalore,CS,SCG,39925
E002,S K S J T Institute of Engineering. Bangalore,CS,SCR,42928
E002,S K S J T Institute of Engineering. Bangalore,CS,STG,28860
E002,S K S J T Institute of Engineering. Bangalore,EC,1G,35951
E002,S K S J T Institute of Engineering. Bangalore,EC,2AG,33200
E002,S K S J T Institute of Engineering. Bangalore,EC,2AR,35187
E002,S K S J T Institute of Engineering. Bangalore,EC,2BG,38319
E002,S K S J T Institute of Engineering. Bangalore,EC,3AG,29037
E002,S K S J T Institute of Engineering. Bangalore,EC,3BG,27194
E002,S K S J T Institute of Engineering. Bangalore,EC,3BR,34592
E002,S K S J T Institute of Engineering. Bangalore,EC,GM,26819
E002,S K S J T Institute of Engineering. Bangalore,EC,GMK,32441
E002,S K S J T Institute of Engineering. Bangalore,EC,GMR,30697
E002,S K S J T Institute of Engineering. Bangalore,EC,SCG,63547
E002,S K S J T Institute of Engineering. Bangalore,EC,SCR,69708
E002,S K S J T Institute of Engineering. Bangalore,EC,STG,63305
E002,S K S J T Institute of Engineering. Bangalore,EC,STK,79928
E002,S K S J T Institute of Engineering. Bangalore,EC,STR,80136
E002,S K S J T Institute of Engineering. Bangalore,ST,1G,162078
E002,S K S J T Institute of Engineering. Bangalore,ST,2AG,141129
E002,S K S J T Institute of Engineering. Bangalore,ST,2AR,149049
E002,S K S J T Institute of Engineering. Bangalore,ST,3BG,139860
E002,S K S J T Institute of Engineering. Bangalore,ST,GM,119702
E002,S K S J T Institute of Engineering. Bangalore,ST,GMK,135932
E002,S K S J T Institute of Engineering. Bangalore,ST,GMR,139633
E002,S K S J T Institute of Engineering. Bangalore,ST,SCG,186271
E002,S K S J T Institute of Engineering. Bangalore,ST,STG,220614
E002,S K S J T Institute of Engineering. Bangalore,TX,1G,150513
E002,S K S J T Institute of Engineering. Bangalore,TX,1R,170257
E002,S K S J T Institute of Engineering. Bangalore,TX,2AG,166614
E002,S K S J T Institute of Engineering. Bangalore,TX,2AK,172706
E002,S K S J T Institute of Engineering. Bangalore,TX,2AR,168313
E002,S K S J T Institute of Engineering. Bangalore,TX,2BG,173665
E002,S K S J T Institute of Engineering. Bangalore,TX,3AG,156846
E002,S K S J T Institute of Engineering. Bangalore,TX,3BG,148554
E002,S K S J T Institute of Engineering. Bangalore,TX,GM,141707
E002,S K S J T Institute of Engineering. Bangalore,TX,GMK,155328
E002,S K S J T Institute of Engineering. Bangalore,TX,GMR,157882
E002,S K S J T Institute of Engineering. Bangalore,TX,SCG,198936
E002,S K S J T Institute of Engineering. Bangalore,TX,SCK,231388
E002,S K S J T Institute of Engineering. Bangalore,TX,SCR,231502
E002,S K S J T Institute of Engineering. Bangalore,TX,STG,201001
E003,"B M S College of Engineering Basavanagudi,Bangalore",CE,1G,56425
E003,"B M S College of Engineering Basavanagudi,Bangalore",CE,2AG,47288
E003,"B M S College of Engineering Basavanagudi,Bangalore",CE,2AR,52000
E003,"B M S College of Engineering Basavanagudi,Bangalore",CE,2BG,73226
E003,"B M S College of Engineering Basavanagudi,Bangalore",CE,3AG,35070
E003,"B M S College of Engineering Basavanagudi,Bangalore",CE,3BG,37691
E003,"B M S College of Engineering Basavanagudi,Bangalore",CE,3BR,65223
E003,"B M S College of Engineering Basavanagudi,Bangalore",CE,GM,32748
E003,"B M S College of Engineering Basavanagudi,Bangalore",CE,GMK,51692
E003,"B M S College of Engineering Basavanagudi,Bangalore",CE,GMR,40630
E003,"B M S College of Engineering Basavanagudi,Bangalore",CE,SCG,56552
E003,"B M S College of Engineering Basavanagudi,Bangalore",CE,SCR,80462
E003,"B M S College of Engineering Basavanagudi,Bangalore",CE,STG,68114
E003,"B M S College of Engineering Basavanagudi,Bangalore",CE,STK,116868
E003,"B M S College of Engineering Basavanagudi,Bangalore",CE,STR,94563
E003,"B M S College of Engineering Basavanagudi,Bangalore",EC,1G,8026
E003,"B M S College of Engineering Basavanagudi,Bangalore",EC,1R,11264
E003,"B M S College of Engineering Basavanagudi,Bangalore",EC,2AG,5022
E003,"B M S College of Engineering Basavanagudi,Bangalore",EC,2AR,6916
E003,"B M S College of Engineering Basavanagudi,Bangalore",EC,2BG,6731
E003,"B M S College of Engineering Basavanagudi,Bangalore",EC,3AG,2260
E003,"B M S College of Engineering Basavanagudi,Bangalore",EC,3BG,3485
E003,"B M S College of Engineering Basavanagudi,Bangalore",EC,3BK,11984
E003,"B M S College of Engineering Basavanagudi,Bangalore",EC,GM,1873
E003,"B M S College of Engineering Basavanagudi,Bangalore",EC,GMK,5867
E003,"B M S College of Engineering Basavanagudi,Bangalore",EC,GMR,6109
E003,"B M S College of Engineering Basavanagudi,Bangalore",EC,SCG,24274
E003,"B M S College of Engineering Basavanagudi,Bangalore",EC,SCR,35225
E003,"B M S College of Engineering Basavanagudi,Bangalore",EC,STG,30355
E003,"B M S College of Engineering Basavanagudi,Bangalore",EC,STR,37639
E003,"B M S College of Engineering Basavanagudi,Bangalore",EE,1G,8704
E003,"B M S College of Engineering Basavanagudi,Bangalore",EE,1R,31018
E003,"B M S College of Engineering Basavanagudi,Bangalore",EE,2AG,18276
E003,"B M S College of Engineering Basavanagudi,Bangalore",EE,2AK,25985
E003,"B M S College of Engineering Basavanagudi,Bangalore",EE,2AR,23820
E003,"B M S College of Engineering Basavanagudi,Bangalore",EE,2BG,26474
E003,"B M S College of Engineering Basavanagudi,Bangalore",EE,3AG,10182
E003,"B M S College of Engineering Basavanagudi,Bangalore",EE,3BG,9150
E003,"B M S College of Engineering Basavanagudi,Bangalore",EE,3BR,12800
E003,"B M S College of Engineering Basavanagudi,Bangalore",EE,GM,5093
E003,"B M S College of Engineering Basavanagudi,Bangalore",EE,GMK,15907
E003,"B M S College of Engineering Basavanagudi,Bangalore",EE,GMR,12760
E003,"B M S College of Engineering Basavanagudi,Bangalore",EE,SCG,50740
E003,"B M S College of Engineering Basavanagudi,Bangalore",EE,SCK,78200
E003,"B M S College of Engineering Basavanagudi,Bangalore",EE,SCR,53189
E003,"B M S College of Engineering Basavanagudi,Bangalore",EE,STG,49894
E003,"B M S College of Engineering Basavanagudi,Bangalore",IM,1G,32227
E003,"B M S College of Engineering Basavanagudi,Bangalore",IM,2AG,51961
E003,"B M S College of Engineering Basavanagudi,Bangalore",IM,2AK,51972
E003,"B M S College of Engineering Basavanagudi,Bangalore",IM,2AR,62496
E003,"B M S College of Engineering Basavanagudi,Bangalore",IM,2BG,45147
E003,"B M S College of Engineering Basavanagudi,Bangalore",IM,2BR,67492
E003,"B M S College of Engineering Basavanagudi,Bangalore",IM,3AG,27680
E003,"B M S College of Engineering Basavanagudi,Bangalore",IM,3AR,56506
E003,"B M S College of Engineering Basavanagudi,Bangalore",IM,3BG,31224
E003,"B M S College of Engineering Basavanagudi,Bangalore",IM,GM,24885
E003,"B M S College of Engineering Basavanagudi,Bangalore",IM,GMK,38972
E003,"B M S College of Engineering Basavanagudi,Bangalore",IM,GMR,48328
E003,"B M S College of Engineering Basavanagudi,Bangalore",IM,SCG,118785
E003,"B M S College of Engineering Basavanagudi,Bangalore",IM,SCK,142095
E003,"B M S College of Engineering Basavanagudi,Bangalore",IM,SCR,143972
E003,"B M S College of Engineering Basavanagudi,Bangalore",IM,STG,117571
E003,"B M S College of Engineering Basavanagudi,Bangalore",ME,1G,27614
E003,"B M S College of Engineering Basavanagudi,Bangalore",ME,2AG,38582
E003,"B M S College of Engineering Basavanagudi,Bangalore",ME,2AR,42973
E003,"B M S College of Engineering Basavanagudi,Bangalore",ME,2BG,46818
E003,"B M S College of Engineering Basavanagudi,Bangalore",ME,3AG,23102
E003,"B M S College of Engineering Basavanagudi,Bangalore",ME,3AK,81676
E003,"B M S College of Engineering Basavanagudi,Bangalore",ME,3AR,38686
E003,"B M S College of Engineering Basavanagudi,Bangalore",ME,3BG,21721
E003,"B M S College of Engineering Basavanagudi,Bangalore",ME,GM,13963
E003,"B M S College of Engineering Basavanagudi,Bangalore",ME,GMK,47628
E003,"B M S College of Engineering Basavanagudi,Bangalore",ME,GMR,32894
E003,"B M S College of Engineering Basavanagudi,Bangalore",ME,SCG,87250
E003,"B M S College of Engineering Basavanagudi,Bangalore",ME,SCR,124646
E003,"B M S College of Engineering Basavanagudi,Bangalore",ME,STG,114054
E003,"B M S College of Engineering Basavanagudi,Bangalore",ME,STR,160699
E004,Dr. Ambedkar Institute Of Technology Bangalore,CE,1G,122228
E004,Dr. Ambedkar Institute Of Technology Bangalore,CE,2AG,108083
E004,Dr. Ambedkar Institute Of Technology Bangalore,CE,2AK,110805
E004,Dr. Ambedkar Institute Of Technology Bangalore,CE,2AR,117889
E004,Dr. Ambedkar Institute Of Technology Bangalore,CE,2BG,143860
E004,Dr. Ambedkar Institute Of Technology Bangalore,CE,3AG,95172
E004,Dr. Ambedkar Institute Of Technology Bangalore,CE,3BG,93510
E004,Dr. Ambedkar Institute Of Technology Bangalore,CE,3BR,115908
E004,Dr. Ambedkar Institute Of Technology Bangalore,CE,GM,87999
E004,Dr. Ambedkar Institute Of Technology Bangalore,CE,GMK,91784
E004,Dr. Ambedkar Institute Of Technology Bangalore,CE,GMR,104283
E004,Dr. Ambedkar Institute Of Technology Bangalore,CE,SCG,130111
E004,Dr. Ambedkar Institute Of Technology Bangalore,CE,SCK,134800
E004,Dr. Ambedkar Institute Of Technology Bangalore,CE,SCR,146869
E004,Dr. Ambedkar Institute Of Technology Bangalore,CE,STG,132325
E004,Dr. Ambedkar Institute Of Technology Bangalore,CE,STR,139958
E004,Dr. Ambedkar Institute Of Technology Bangalore,CS,1G,13904
E004,Dr. Ambedkar Institute Of Technology Bangalore,CS,1K,20322
E004,Dr. Ambedkar Institute Of Technology Bangalore,CS,2AG,12216
E004,Dr. Ambedkar Institute Of Technology Bangalore,CS,2AR,13099
E004,Dr. Ambedkar Institute Of Technology Bangalore,CS,2BG,11117
E004,Dr. Ambedkar Institute Of Technology Bangalore,CS,3AG,10307
E004,Dr. Ambedkar Institute Of Technology Bangalore,CS,3BG,10865
E004,Dr. Ambedkar Institute Of Technology Bangalore,CS,3BR,13282
E004,Dr. Ambedkar Institute Of Technology Bangalore,CS,GM,9930
E004,Dr. Ambedkar Institute Of Technology Bangalore,CS,GMK,10645
E004,Dr. Ambedkar Institute Of Technology Bangalore,CS,GMR,12334
E004,Dr. Ambedkar Institute Of Technology Bangalore,CS,SCG,32236
E004,Dr. Ambedkar Institute Of Technology Bangalore,CS,SCR,32681
E004,Dr. Ambedkar Institute Of Technology Bangalore,CS,STG,30712
E004,Dr. Ambedkar Institute Of Technology Bangalore,CS,STR,37241
E004,Dr. Ambedkar Institute Of Technology Bangalore,EC,1G,25626
E004,Dr. Ambedkar Institute Of Technology Bangalore,EC,2AG,24881
E004,Dr. Ambedkar Institute Of Technology Bangalore,EC,2AK,26864
E004,Dr. Ambedkar Institute Of Technology Bangalore,EC,2AR,28652
E004,Dr. Ambedkar Institute Of Technology Bangalore,EC,2BG,34835
E004,Dr. Ambedkar Institute Of Technology Bangalore,EC,2BR,52075
E004,Dr. Ambedkar Institute Of Technology Bangalore,EC,3AG,20718
E004,Dr. Ambedkar Institute Of Technology Bangalore,EC,3AR,21728
E004,Dr. Ambedkar Institute Of Technology Bangalore,EC,3BG,22010
E004,Dr. Ambedkar Institute Of Technology Bangalore,EC,3BR,23363
E004,Dr. Ambedkar Institute Of Technology Bangalore,EC,GM,19476
E004,Dr. Ambedkar Institute Of Technology Bangalore,EC,GMK,23509
E004,Dr. Ambedkar Institute Of Technology Bangalore,EC,GMR,21669
E004,Dr. Ambedkar Institute Of Technology Bangalore,EC,SCG,58510
E004,Dr. Ambedkar Institute Of Technology Bangalore,EC,SCK,58567
E004,Dr. Ambedkar Institute Of Technology Bangalore,EC,SCR,78987
E004,Dr. Ambedkar Institute Of Technology Bangalore,EC,STG,62476
E004,Dr. Ambedkar Institute Of Technology Bangalore,EC,STK,66880
E004,Dr. Ambedkar Institute Of Technology Bangalore,EC,STR,62898
E004,Dr. Ambedkar Institute Of Technology Bangalore,EE,1G,47309
E004,Dr. Ambedkar Institute Of Technology Bangalore,EE,1R,58473
E004,Dr. Ambedkar Institute Of Technology Bangalore,EE,2AG,39832
E004,Dr. Ambedkar Institute Of Technology Bangalore,EE,2AK,42718
E004,Dr. Ambedkar Institute Of Technology Bangalore,EE,2AR,43465
E004,Dr. Ambedkar Institute Of Technology Bangalore,EE,2BG,47260
E004,Dr. Ambedkar Institute Of Technology Bangalore,EE,3AG,33025
E004,Dr. Ambedkar Institute Of Technology Bangalore,EE,3AR,35124
E004,Dr. Ambedkar Institute Of Technology Bangalore,EE,3BG,35778
E004,Dr. Ambedkar Institute Of Technology Bangalore,EE,3BK,38326
E004,Dr. Ambedkar Institute Of Technology Bangalore,EE,GM,32275
E004,Dr. Ambedkar Institute Of Technology Bangalore,EE,GMK,35435
E004,Dr. Ambedkar Institute Of Technology Bangalore,EE,GMR,34499
E004,Dr. Ambedkar Institute Of Technology Bangalore,EE,SCG,83657
E004,Dr. Ambedkar Institute Of Technology Bangalore,EE,SCR,84700
E004,Dr. Ambedkar Institute Of Technology Bangalore,EE,STG,74972
E004,Dr. Ambedkar Institute Of Technology Bangalore,EI,1G,53528
E004,Dr. Ambedkar Institute Of Technology Bangalore,EI,1R,74970
E004,Dr. Ambedkar Institute Of Technology Bangalore,EI,2AG,60597
E004,Dr. Ambedkar Institute Of Technology Bangalore,EI,2AR,64883
E004,Dr. Ambedkar Institute Of Technology Bangalore,EI,2BG,69456
E004,Dr. Ambedkar Institute Of Technology Bangalore,EI,2BK,182632
E004,Dr. Ambedkar Institute Of Technology Bangalore,EI,3AG,50894
E004,Dr. Ambedkar Institute Of Technology Bangalore,EI,3BG,50705
E004,Dr. Ambedkar Institute Of Technology Bangalore,EI,GM,49817
E004,Dr. Ambedkar Institute Of Technology Bangalore,EI,GMK,53636
E004,Dr. Ambedkar Institute Of Technology Bangalore,EI,GMR,60313
E004,Dr. Ambedkar Institute Of Technology Bangalore,EI,SCG,142874
E004,Dr. Ambedkar Institute Of Technology Bangalore,EI,SCK,191423
E004,Dr. Ambedkar Institute Of Technology Bangalore,EI,SCR,180407
E004,Dr. Ambedkar Institute Of Technology Bangalore,EI,STG,132710
E004,Dr. Ambedkar Institute Of Technology Bangalore,ET,1G,41390
E004,Dr. Ambedkar Institute Of Technology Bangalore,ET,2AG,48937
E004,Dr. Ambedkar Institute Of Technology Bangalore,ET,2AR,55282
E004,Dr. Ambedkar Institute Of Technology Bangalore,ET,2BG,46334
E004,Dr. Ambedkar Institute Of Technology Bangalore,ET,2BR,106840
E004,Dr. Ambedkar Institute Of Technology Bangalore,ET,3AG,35098
E004,Dr. Ambedkar Institute Of Technology Bangalore,ET,3AK,47659
E004,Dr. Ambedkar Institute Of Technology Bangalore,ET,3BG,36637
E004,Dr. Ambedkar Institute Of Technology Bangalore,ET,GM,32864
E004,Dr. Ambedkar Institute Of Technology Bangalore,ET,GMK,38949
E004,Dr. Ambedkar Institute Of Technology Bangalore,ET,GMR,38226
E004,Dr. Ambedkar Institute Of Technology Bangalore,ET,SCG,107386
E004,Dr. Ambedkar Institute Of Technology Bangalore,ET,SCR,115572
E004,Dr. Ambedkar Institute Of Technology Bangalore,ET,STG,80014
E004,Dr. Ambedkar Institute Of Technology Bangalore,ET,STR,103615
E004,Dr. Ambedkar Institute Of Technology Bangalore,IM,1G,66342
E004,Dr. Ambedkar Institute Of Technology Bangalore,IM,2AG,71835
E004,Dr. Ambedkar Institute Of Technology Bangalore,IM,2AR,109332
E004,Dr. Ambedkar Institute Of Technology Bangalore,IM,2BG,113763
E004,Dr. Ambedkar Institute Of Technology Bangalore,IM,3AG,68039
E004,Dr. Ambedkar Institute Of Technology Bangalore,IM,3BG,69508
E004,Dr. Ambedkar Institute Of Technology Bangalore,IM,GM,64349
E004,Dr. Ambedkar Institute Of Technology Bangalore,IM,GMK,90413
E004,Dr. Ambedkar Institute Of Technology Bangalore,IM,GMR,80363
E004,Dr. Ambedkar Institute Of Technology Bangalore,IM,SCG,149293
E004,Dr. Ambedkar Institute Of Technology Bangalore,IM,SCR,181259
E004,Dr. Ambedkar Institute Of Technology Bangalore,IM,STG,139036
E004,Dr. Ambedkar Institute Of Technology Bangalore,ME,1G,112406
E004,Dr. Ambedkar Institute Of Technology Bangalore,ME,1R,122309
E004,Dr. Ambedkar Institute Of Technology Bangalore,ME,2AG,102503
E004,Dr. Ambedkar Institute Of Technology Bangalore,ME,2AK,103820
E004,Dr. Ambedkar Institute Of Technology Bangalore,ME,2AR,104183
