Unnamed: 0,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
ME Mechanical,60735,--,88153,46639,74924,56210,53875,--,--,37735,--,56875,39196,--,--,37387,46808,48264,10557,11553,13871,94817,--,--
PT Polymer Tech.,4056,--,--,116063,--,139603,99457,--,--,92888,5979,--,03409,--,5185,87292,13418,11467,17033,--,18781,17570,--,--
CE Civil,0497,--,--,92991,--,99543,06191,--,37489,85996,--,101545,83292,--,--,77401,95628,93211,11396,--,12377,13723,15532,--
EC Electronics,10864,--,14883,13652,--,15394,25337,--,45458,9244,--,--,10452,--,--,8605,18190,11751,40099,63067,50312,35415,--,--
ME Mechanical,57801,--,--,45342,70769,73309,69455,--,--,37504,--,--,41184,--,69137,34684,57205,47486,11828,--,13889,11278,--,133946
AU Automobile,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,4735,--,--,152457,5281,163129,48623,--,--,24503,--,--,27929,--,4930,11759,14514,13539,15779,17646,17901,17965,--,198548
EC Electronics,38987,--,--,34597,--,36653,41344,--,44556,29374,--,--,29302,40644,--,26303,29398,29042,60615,--,82353,10026,--,119738
EE Electrical,57657,89281,--,58286,--,64178,54641,--,--,50132,--,--,47834,--,--,44150,52660,57942,97565,--,10056,11470,--,--
IP Ind.Prodn.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,3878,--,14178,138423,5273,165082,53561,--,67748,18931,--,132002,22868,--,3361,11282,14522,13193,20527,22792,21120,20026,25484,217671
CE Civil,2176,--,--,143373,--,157927,14271,--,--,96415,--,--,24956,42226,3663,89537,10109,11877,17110,--,17937,16348,--,215362
EC Electronics,47466,--,52730,39436,--,42248,40025,88509,--,32718,--,--,33329,--,--,30026,32074,31230,10533,--,10894,70406,--,--
EE Electrical,63080,--,--,68217,76209,75061,78903,--,--,54356,--,--,62444,--,--,51378,56148,60220,13566,15351,17494,14037,--,159207
ME Mechanical,4590,--,23734,138832,6019,142319,66603,--,68524,23814,--,142284,28008,--,3688,11795,14361,13043,21441,21642,23635,25964,--,--
CD Computer Sc.and Design,2722,--,--,100607,2920,131580,21019,--,--,05738,--,--,02964,--,--,99036,10013,10344,20423,--,23558,21006,--,--
CE Civil,--,--,22812,158127,--,--,--,--,--,--,14129,--,--,--,--,13887,--,14373,22152,--,--,23748,--,--
CS Computers,76906,--,--,74097,--,75169,84401,--,--,63288,--,--,67209,--,72813,62908,64356,72367,13301,14422,16393,10665,--,112240
EA AgricultureEngineering,--,--,--,82121,--,--,--,--,--,134776,--,54035,96447,--,--,73576,--,80851,15166,--,--,10464,--,--
EC Electronics,94042,--,--,83270,--,94065,79982,--,--,86107,--,--,73674,--,--,72059,74604,74773,16489,--,23407,11209,--,--
EE Electrical,--,--,--,94253,--,--,--,--,8491,--,--,--,--,--,--,92690,--,92981,17664,--,--,17883,--,--
ME Mechanical,--,--,--,182699,--,--,--,--,--,--,--,--,88325,--,--,18144,--,18600,23539,--,--,24920,--,--
CS Computers,80854,--,--,85582,86829,88723,83928,--,--,94766,--,--,75594,--,--,71254,71416,77867,15273,--,17560,14479,--,150380
EC Electronics,2260,--,--,107634,--,1055,12010,136629,--,101427,--,--,96240,--,--,93727,--,10689,19244,19708,20065,17221,--,233336
ME Mechanical,1295,--,--,195772,--,--,17047,--,--,188439,--,37488,77304,--,20110,16238,16522,17379,24964,--,--,--,--,--
RI Robotics and AI,--,--,12893,124607,30669,--,--,--,--,115308,--,--,15255,--,12290,11146,--,11560,18829,--,--,18304,--,--
CE Civil,3400,--,--,112681,14441,3792,14566,--,--,143692,--,--,12854,--,12116,90632,96178,10912,14330,14332,16520,14935,--,246848
CS Computers,21606,--,--,24636,--,25072,27750,43525,--,22500,--,22999,19532,--,--,17684,21640,22539,53515,--,53735,60265,--,63841
EC Electronics,38801,40309,--,33239,--,33337,34013,--,--,33483,--,--,30450,--,--,28782,29236,31229,75012,--,10322,96902,--,102241
EE Electrical,61202,--,10110,64855,--,66416,87688,--,7466,61113,--,--,55806,55904,--,54031,55026,57666,11367,15253,15132,13939,--,--
IP Ind.Prodn.,6369,--,--,150397,--,5860,23164,--,--,167727,16344,--,45516,--,--,13538,--,14465,22518,--,--,19832,--,--
ME Mechanical,7041,--,--,155717,61795,6466,16747,--,8937,149855,--,75475,49831,--,15796,13599,13709,15772,25152,26255,26883,25900,26056,--
AI ArtificialIntelligence,--,--,--,85025,--,--,89364,--,1726,96665,--,--,--,--,--,80995,--,86590,11737,--,--,--,--,--
CE Civil,--,--,24371,194962,--,--,--,--,--,195311,--,--,--,--,--,16060,16602,--,16984,--,--,21171,--,--
CS Computers,95179,--,--,94845,--,--,90884,--,--,95106,--,--,81413,--,91492,80290,85516,90552,12862,14625,13732,12213,--,144596
EC Electronics,2134,--,--,108279,09675,1363,12692,--,--,116328,--,--,02055,--,--,10033,--,10551,20075,--,21927,14021,--,--
ME Mechanical,--,--,--,181283,--,--,26940,--,--,--,--,--,81522,--,--,17262,17572,17719,25639,--,--,--,--,--
TX Textiles,4996,--,--,192813,--,--,--,--,--,--,91875,--,--,--,--,18320,--,19032,26308,--,27271,23404,--,--
CE Civil,3276,--,--,204650,--,1135,17823,--,--,199792,--,--,83253,--,--,17417,--,18817,23286,--,24570,22729,--,--
CS Computers,83113,--,96682,87402,--,--,67383,--,--,84318,--,--,79443,--,--,61789,79411,75718,14372,--,16074,12186,--,--
EC Electronics,1341,--,--,120150,--,--,11263,--,--,104917,--,--,05040,--,10833,10308,10457,10794,17969,20335,17986,18300,--,--
EE Electrical,--,--,--,134982,--,--,--,--,--,--,--,51250,--,--,--,11891,--,11954,20441,--,--,15476,--,--
IE Info.Science,0544,--,--,113352,18916,1439,--,--,--,108895,--,--,93654,--,--,92816,--,99683,18910,--,--,16040,--,204458
ME Mechanical,--,--,--,219035,--,--,21302,--,--,--,--,--,--,--,--,19126,19324,23399,23427,--,--,--,--,--
AI ArtificialIntelligence,27329,--,43507,19649,--,--,22978,--,--,22445,--,--,17987,24562,--,16454,--,16904,58506,--,11273,61522,--,--
CE Civil,2236,--,--,131032,48068,5557,11593,--,--,107939,--,54718,97924,2366,12950,97477,--,12886,14945,--,19229,15126,--,--
CH Chemical,--,--,--,87832,--,--,--,--,--,--,--,--,--,--,--,50553,90372,55037,16185,--,--,14078,--,--
CS Computers,16814,--,--,15880,--,21256,16718,--,--,13677,--,--,12898,--,15396,12350,13328,14664,44964,59187,67577,43418,--,57215
EC Electronics,21277,--,--,19918,--,25676,26334,--,--,23358,--,--,19474,--,--,18032,18483,24285,75847,99001,91024,74501,--,81804
EE Electrical,34439,--,--,37642,--,58853,--,--,--,38164,--,70275,33788,--,--,30106,--,43455,11047,--,--,10974,18008,--
IE Info.Science,21570,--,--,18973,--,--,--,--,56914,19337,--,--,16606,--,--,14255,17442,17809,72060,--,75920,69250,--,--
ME Mechanical,2522,--,--,113564,16113,3099,12442,--,--,134302,--,--,90291,--,--,86377,98591,10633,20109,--,24840,16940,--,--
"CA CS (AI, MachineLearning)",0312,--,--,121353,--,29416,77791,55221,--,07517,--,--,06374,--,--,73388,--,83407,23292,--,26782,23983,--,--
CE Civil,6392,--,--,218352,--,--,--,--,--,--,--,--,--,--,--,21249,25565,24255,24579,--,--,25335,--,--
CS Computers,94024,--,--,120047,--,20369,90433,--,--,10838,--,--,00797,--,--,89974,10076,11315,17356,--,20276,17907,--,224619
DS Comp. Sc. Engg-Data Sc.,--,--,--,127116,--,--,19184,--,--,--,--,--,--,--,1560,11162,--,11174,23428,--,--,--,--,--
EC Electronics,3391,--,--,127183,--,31167,28024,--,--,20046,--,--,17216,--,--,11101,11421,11809,23175,--,24272,25342,--,--
EE Electrical,--,--,--,139823,--,--,--,--,--,--,--,--,36199,--,--,13321,--,13905,24511,--,--,--,--,--
ME Mechanical,--,--,--,236430,--,--,--,--,--,--,--,--,24143,--,--,21552,--,23371,23213,--,--,--,--,--
RI Robotics and AI,--,--,19820,130873,90564,--,--,--,--,33061,--,--,--,--,--,12046,--,--,22060,--,--,--,--,--
BM Bio Medical,--,--,--,61817,--,--,--,--,--,--,--,--,--,23734,--,37666,--,71814,14561,--,--,19390,--,--
CE Civil,4733,--,17127,131146,--,72225,36889,--,--,--,--,--,21070,--,--,10332,12989,13309,18898,--,--,18094,--,--
CF CS(ArtificialIntel.),--,--,--,25514,--,--,37082,--,--,25876,--,--,23501,--,--,21754,26765,24542,69652,--,80028,85158,--,110169
CH Chemical,2206,--,--,83116,--,--,--,--,96954,05754,--,--,70036,--,93014,53352,71214,85009,16109,--,--,19724,--,--
CS Computers,33447,--,--,28269,32346,34456,32506,--,--,24716,--,--,23567,--,28325,22368,23042,24229,78744,86455,10696,81563,--,84417
EC Electronics,28130,--,--,28019,--,29218,40153,--,--,28661,--,--,24765,--,--,24574,27121,27440,96264,10928,12230,80409,--,115765
EE Electrical,50915,--,--,43177,48651,55338,--,--,--,45898,--,--,41873,--,--,41295,--,48179,13530,--,--,15258,--,--
ME Mechanical,2980,--,--,104523,--,--,28462,--,--,--,--,89502,84735,--,--,84507,--,88345,23959,--,24236,26615,--,--
AE Aeronaut.Engg,71190,--,--,64354,--,78335,48996,63007,--,52284,--,--,47305,--,72028,41705,43613,68561,11500,--,13444,11310,--,--
"CA CS (AI, MachineLearning)",25298,--,--,20037,--,24439,28414,--,--,20348,26257,--,13420,--,--,13411,--,20395,54524,--,78770,49667,--,--
CE Civil,3430,13993,15004,129836,--,59255,28881,--,67016,27964,--,--,09366,--,--,96974,10585,13473,18799,18964,20957,19220,--,194240
CS Computers,17063,--,--,15030,15482,18496,17512,--,--,13552,--,--,11066,--,13100,10264,10355,12725,39873,48830,55302,63515,--,67981
EC Electronics,29127,--,--,23081,23759,24279,31621,--,--,24131,--,26903,20242,--,23896,19850,21133,23087,77124,78898,90211,78277,--,85608
EE Electrical,43259,--,89959,35919,--,--,47743,--,78826,38328,--,44864,32954,--,--,32621,35282,33173,11489,--,--,12353,23712,--
IE Info.Science,26138,--,--,21938,--,28427,19143,--,--,23215,--,--,18482,20651,21427,17065,17068,20680,83883,--,92505,90724,--,93191
ME Mechanical,99334,--,--,106654,21726,34680,26662,--,--,15450,--,118169,78369,--,--,71986,79487,10477,21419,25570,23950,26372,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,465,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",48857,--,--,52595,--,63819,43349,69241,--,68587,--,--,43713,--,--,43179,--,51563,84705,--,93711,75313,--,--
CE Civil,2325,--,--,136320,--,38355,00779,--,--,57732,--,158418,26671,29004,--,98709,11049,11369,12224,--,12587,24657,--,--
CS Computers,38627,--,--,46283,46431,47108,36194,--,--,53255,--,--,39754,--,40805,35109,37330,39642,71057,77102,77285,70366,--,76997
DS Comp. Sc. Engg-Data Sc.,61135,--,--,60234,--,72343,57821,--,--,67002,94885,--,57585,--,--,52871,--,67324,98994,--,12834,11238,--,--
EC Electronics,75807,--,--,63447,63767,63611,56250,--,--,63688,--,--,59054,--,62676,54461,55130,62212,10321,--,13325,11657,--,148631
EE Electrical,2773,--,--,78440,--,85926,84082,--,--,93409,--,103470,67431,--,--,67218,67346,71493,13584,14545,16876,13159,--,--
IE Info.Science,60729,80782,15447,51654,--,--,49947,--,08373,64330,--,--,49816,--,--,48158,52869,53991,10800,--,--,76271,--,--
ME Mechanical,5754,--,22626,142369,--,--,24453,--,33449,31459,--,--,13715,--,--,11368,11998,12536,14329,--,--,24893,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,85249,--,90269,81086,--,85970,85288,--,--,94775,98352,--,70166,--,73481,66316,69457,71526,15638,--,17959,16642,--,--
EC Electronics,99425,--,--,99388,99424,02981,96359,--,--,08161,--,10288,90399,--,--,86178,88085,90649,21761,21809,23335,22317,--,254561
EE Electrical,1774,--,13471,12762,128559,--,4096,--,95848,38669,--,--,19057,--,--,1275,11334,12422,23480,24717,26366,26378,--,--
ME Mechanical,1681,25373,--,27117,--,--,7146,--,--,62123,--,--,03015,--,--,9715,--,22008,26928,--,--,23912,--,--
CE Civil,2335,--,--,14270,--,65907,3479,--,--,59925,--,--,22065,--,--,77068,98651,97953,14390,--,17493,14064,--,--
EC Electronics,--,--,--,49259,--,--,--,--,--,59247,--,--,47893,--,--,42674,44896,47556,88415,--,--,57701,--,112873
EE Electrical,--,--,--,80247,--,--,83254,--,--,--,--,--,--,--,77837,47784,--,62514,12755,--,--,15762,--,--
IP Ind.Prodn.,6817,--,--,17020,217437,--,--,--,--,--,--,--,--,--,--,5905,--,--,19003,--,--,--,--,--
ME Mechanical,8557,--,--,18112,--,18193,2592,--,--,66129,--,--,37185,--,--,1979,--,17886,20334,24940,25265,20129,--,--
AE Aeronaut.Engg,3208,--,--,--,--,--,--,--,--,19890,--,--,--,--,--,31898,--,--,--,--,--,--,--,--
CE Civil,--,--,20054,27019,--,--,--,--,--,--,--,--,82166,--,--,8187,--,18736,24095,--,--,--,--,--
CS Computers,1123,--,--,12218,--,--,--,--,--,--,--,--,04471,13002,--,83683,--,10335,15571,--,18528,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,66048,05471,--,--,--,--,--,61605,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,23268,--,--,8361,--,--,--,--,--,--,--,--,5880,22007,23874,27217,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,70404,--,--,--,--,77562,99376,--,--,--,--,--,56338,--,--,85709,--,--,--,--,--
"CA CS (AI, MachineLearning)",0662,--,--,--,--,--,--,--,--,04251,--,--,--,--,--,72258,--,86320,12113,--,--,--,--,--
CE Civil,--,--,--,16442,--,84376,4794,--,--,--,--,--,--,--,--,1363,12597,--,14383,--,--,--,--,--
CS Computers,73793,--,--,71768,--,93698,67390,--,--,--,--,--,60726,--,--,38160,--,63158,77197,92680,10672,55596,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,95142,--,--,--,--,--,--,--,--,--,--,--,80149,--,92749,11535,--,--,97635,--,--
EC Electronics,1167,--,--,96699,--,--,1312,--,--,--,--,--,96760,--,--,93180,10749,99854,13122,--,16534,11145,--,--
EE Electrical,--,--,--,13279,--,--,--,--,--,--,--,--,17959,--,--,1085,--,11788,16361,--,--,--,--,--
"IC CS-IoT, CyberSecurity",--,--,--,12077,125000,--,--,--,--,22626,--,--,--,--,--,81192,--,--,13627,--,--,--,--,145942
IE Info.Science,--,--,--,99760,--,--,--,--,--,--,--,--,--,--,--,82254,--,11028,12593,--,--,11566,--,--
ME Mechanical,--,--,--,26798,--,--,--,--,--,--,--,--,--,--,54958,5010,--,--,16190,--,--,19565,--,--
"CA CS (AI, MachineLearning)",--,--,--,10586,--,--,99724,--,--,--,--,--,--,--,--,78309,--,93770,11758,--,--,--,--,--
CE Civil,--,--,--,19580,--,--,--,--,--,--,--,--,--,--,--,5554,15995,--,18792,--,--,16027,--,225032
CH Chemical,--,--,--,--,--,--,--,--,--,32724,--,--,--,--,--,47188,--,12729,18936,--,--,--,--,--
CS Computers,--,--,--,80544,107599,--,--,--,--,90994,--,--,62002,--,--,42967,--,73933,89437,--,11249,68905,--,--
CY CS- CyberSecurity,3325,--,--,10767,--,10619,--,--,--,--,--,--,--,--,--,83734,--,--,13940,--,--,--,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,10149,--,--,--,--,--,--,--,--,03657,--,15241,94994,--,--,14534,--,--,12544,--,--
EC Electronics,--,--,--,12877,--,--,1527,--,--,--,--,--,03326,--,--,0169,--,11134,13293,17516,17899,12375,--,--
ME Mechanical,4575,--,--,--,--,60308,--,--,--,--,--,--,--,--,--,3753,--,--,19740,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,91526,--,--,--,--,--,95070,--,--,82040,--,--,79060,10196,79871,13466,--,17654,11593,--,--
CE Civil,--,--,--,205835,--,210837,84088,--,--,--,--,--,--,--,--,15402,--,--,21111,--,--,--,--,--
CS Computers,69387,--,--,67018,79332,88292,74531,--,--,65054,--,--,69298,--,--,63734,--,73385,11781,--,13823,66985,--,111064
DS Comp. Sc. Engg-Data Sc.,--,--,--,100188,--,--,01355,--,--,--,--,31887,--,--,--,88082,--,89074,14567,--,--,--,--,--
EC Electronics,1392,--,--,90122,--,113663,--,--,--,97887,--,--,--,--,--,87184,10684,10848,12294,--,--,11993,--,--
EE Electrical,6186,--,17465,142608,--,--,59938,--,--,36900,--,--,--,--,--,12717,--,13441,20022,24915,--,16432,--,--
IE Info.Science,--,--,--,112589,--,--,13216,--,--,--,--,--,04311,--,--,96362,--,11763,17201,--,19811,12562,18898,--
ME Mechanical,2311,--,--,274593,--,--,--,--,--,--,--,--,59103,--,--,19953,20096,27287,26658,--,--,26437,--,--
CE Civil,9496,--,--,187496,--,237302,--,--,--,--,--,--,--,--,--,17376,18693,--,20276,--,--,--,--,--
CS Computers,--,--,--,79950,--,--,82010,--,--,--,--,--,83311,--,--,46654,--,79141,10670,--,10871,10084,--,--
EC Electronics,--,--,--,102883,--,--,--,30501,--,21457,--,--,--,--,--,93560,--,11806,13952,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19797,--,--,23251,--,--,--,--,--
"CA CS (AI, MachineLearning)",47978,--,--,35097,--,--,32574,--,--,30700,--,--,32054,--,--,30036,39899,30613,91289,--,10778,63634,--,170655
CB Comp. Sc. andBus Sys.,--,--,--,53955,--,67006,--,--,--,48642,--,--,46553,--,--,45823,53928,62613,14382,--,16880,13646,--,--
CE Civil,2399,--,--,157078,--,186779,25859,--,--,11421,75887,--,26368,--,--,10868,--,15133,18719,--,22443,16812,--,--
CS Computers,33169,--,33473,34404,40561,38528,41999,--,51195,25843,--,--,26755,--,30327,24831,29025,29623,79654,97067,94892,54978,10436,82242
EC Electronics,56974,--,--,42846,--,--,45353,74266,73906,--,--,39368,35966,--,--,34986,--,38139,10890,--,--,12352,--,--
EE Electrical,64966,--,10054,79170,--,--,98444,--,--,60705,--,74380,72909,74448,--,60320,69883,72811,15551,--,--,11157,--,--
EI Elec. Inst.Engg,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
IE Info.Science,47204,--,--,42629,44134,43034,46907,--,--,36278,--,--,36099,--,38981,35369,38984,38705,13119,17052,15054,10736,--,138633
"AD ArtificialIntel, Data Sc",4050,--,--,5504,11816,7073,8309,--,--,3371,--,--,3743,--,--,2407,--,5085,25660,--,37301,26331,--,--
AI ArtificialIntelligence,6900,--,10515,6524,10522,7717,9569,--,11412,3988,--,6254,4344,10014,6100,2830,9238,5737,29700,40237,41356,30738,35989,35144
BT Bio Technology,21282,--,--,25496,--,41905,35302,--,--,20095,--,--,20189,--,--,11725,32701,33287,54918,--,82321,73771,--,--
CB Comp. Sc. andBus Sys.,9249,--,--,6233,--,--,8570,--,--,4998,--,--,4406,--,--,3063,13701,7464,31264,68529,--,31856,--,67099
CE Civil,43535,--,--,64890,88227,78459,--,--,--,37993,--,--,41883,--,--,35563,--,57365,94129,--,10560,90177,--,--
CH Chemical,46599,--,--,31900,--,47811,66490,--,--,24065,--,--,21796,--,--,17780,47698,30126,85075,--,13330,84349,--,--
CS Computers,5232,7521,8208,5115,8006,7043,8274,8765,10336,3232,8969,4651,3484,7414,4493,2166,6730,4289,23054,30553,33579,22864,27702,25405
DS Comp. Sc. Engg-Data Sc.,5647,--,--,6113,--,--,8380,--,--,3330,--,--,3521,--,4648,2274,7998,4524,25670,--,--,24592,--,32856
EC Electronics,9551,19265,11714,8139,12097,12190,13803,--,17421,5436,21248,8325,5021,--,9404,3460,11976,8092,41935,53475,51758,39850,--,44826
EI Elec. Inst.Engg,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ET Elec.Telecommn. Engg.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"IC CS-IoT, CyberSecurity",8180,--,15782,6651,--,--,--,--,--,--,--,6856,4402,--,--,2731,--,5701,34221,57941,--,31020,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
MD Med.Elect.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,40163,--,56329,31324,33949,--,23435,--,--,22303,--,--,17092,--,46593,10164,--,12706,14300,--,--
SE Aero SpaceEngg.,--,--,--,11492,--,--,20029,--,27252,12775,--,--,9142,--,15222,6065,17519,6879,48035,71852,--,27053,--,--
AI ArtificialIntelligence,32620,--,--,34722,--,39355,43285,--,--,36942,--,--,33049,--,--,31541,--,34935,10691,--,11836,10552,16107,--
AU Automobile,--,--,--,14175,181077,--,--,--,--,--,--,--,25894,--,--,1781,--,13188,24401,--,--,25212,--,--
BT Bio Technology,--,--,--,86611,--,--,2050,--,--,--,--,--,--,--,--,69080,--,81644,18143,--,--,10744,--,--
CE Civil,4916,--,--,11604,--,--,--,--,--,--,--,--,--,--,--,86403,11267,12242,16577,--,--,--,--,--
CS Computers,31295,--,--,31843,--,32654,41318,--,--,29284,--,--,27432,--,28975,26712,27293,27751,83261,83955,84642,72639,--,86206
EC Electronics,43054,--,--,34402,--,--,72735,--,--,33518,--,44158,34640,--,--,32492,32982,33026,12173,--,14564,92296,--,--
ES Electronics andComputer,86820,--,--,53402,--,62046,87897,--,--,56509,--,--,57590,71628,--,51517,--,58273,15265,--,26217,16400,--,--
IE Info.Science,43960,--,--,42588,43145,45617,64275,--,--,41986,--,--,39279,--,41219,36564,39631,41122,15558,15794,20999,11317,--,118634
"CA CS (AI, MachineLearning)",0376,--,--,11010,--,18264,87665,110078,--,94210,--,--,01827,--,--,86172,--,90009,18025,--,18836,11612,--,--
CE Civil,--,--,--,19286,--,--,--,--,--,--,--,60971,--,--,--,3203,--,13565,17052,--,--,17595,--,--
CO ComputerEngineering,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,0515,--,--,10499,106200,10586,0432,--,--,93710,--,--,96711,--,98202,87067,91545,93079,17837,18763,18248,14279,--,178530
EC Electronics,1977,--,13219,11515,--,--,2950,--,40714,01544,--,--,03318,--,--,97517,99685,98732,13173,--,--,11161,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,0057,--,--,99135,--,--,85987,--,--,02368,--,15011,00545,--,--,81963,--,88308,19688,--,20960,12922,22383,--
BT Bio Technology,--,--,--,12416,--,--,94961,--,07745,--,--,--,--,--,--,88466,--,10766,11656,--,--,16331,--,--
CE Civil,--,--,--,18824,--,--,--,--,--,85342,--,--,--,--,--,7543,--,17838,24260,--,--,--,--,--
CS Computers,89795,--,--,99865,109619,09380,86966,--,--,84473,--,--,81087,--,--,77979,87822,91002,17538,20439,18038,17601,--,220118
