Unnamed: 0,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
GG BSC NURSINGOVT,--,14306,--,34994,--,4333,--,16912,--,--,--,--,--,--,--,21171,--,21458,3624,--,--,32511,--,4807
GG BSC NURSINGOVT,--,--,--,37920,--,--,--,--,--,14927,--,--,--,--,--,28593,--,--,5520,157539,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,1563,--,--,--,--,--,10292,10013,--,--,99890,--,--,1025,--,20575,26283,--,--
GG BSC NURSINGOVT,--,--,--,53601,--,--,--,--,--,15893,--,--,--,--,--,29500,--,30146,5443,--,56459,--,--,--
GG BSC NURSINGOVT,--,--,--,54890,--,15891,--,--,--,159432,--,--,--,--,--,52005,55354,54933,56717,--,--,58284,--,--
GG BSC NURSINGOVT,--,--,--,--,5921,--,--,--,--,--,--,--,--,55823,--,53015,--,--,56981,--,--,--,--,--
GG BSC NURSINGOVT,15630,--,--,55722,--,--,--,--,--,--,--,--,--,--,--,52422,--,--,53580,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,56086,--,--,--,--,--,--,--,--,56559,--,--,42572,--,56445,--,--,57370,--,--,--
GG BSC NURSINGOVT,--,--,--,56472,--,--,--,--,--,154900,--,--,--,--,--,30411,--,--,54024,--,58153,--,--,--
GG BSC NURSINGOVT,11836,--,--,07874,--,12465,--,--,--,--,--,--,--,--,--,02686,15845,--,26441,--,--,--,--,--
GG BSC NURSINGOVT,13274,--,--,26936,--,--,11372,--,--,--,--,--,--,--,--,12915,--,28204,27721,--,--,33944,--,--
GG BSC NURSINGOVT,--,--,--,31391,--,--,--,--,--,160638,--,--,31150,--,--,21547,--,21663,27992,--,--,52072,--,--
GG BSC NURSINGOVT,--,--,--,32127,--,14806,--,--,--,--,--,--,--,--,--,18422,31170,--,48862,--,--,--,--,--
GG BSC NURSINGOVT,15701,--,--,--,6008,16495,--,--,--,168637,--,--,--,--,58187,49471,53959,--,54824,--,58238,54228,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,97918,99201,--,--,--,06147,--,--
GG BSC NURSINGOVT,--,--,--,--,--,11147,--,--,--,--,--,--,--,--,--,75206,--,--,00737,--,--,--,--,--
GG BSC NURSINGOVT,153108,--,--,--,5377,--,--,--,--,--,--,--,--,--,--,147304,--,--,50810,--,--,55906,--,--
GG BSC NURSINGOVT,121330,--,--,26449,--,--,--,--,--,--,--,--,--,--,--,77354,1877,--,30102,--,--,34818,--,--
GG BSC NURSINGOVT,126452,--,--,33040,--,13483,--,--,--,12956,--,--,--,--,--,123442,2642,124634,48545,--,--,38815,--,--
GG BSC NURSINGOVT,--,--,--,--,--,16460,--,--,--,16914,--,--,--,--,--,149027,--,155029,58526,--,--,60852,--,--
GG BSC NURSINGOVT,80792,--,--,62911,--,--,--,--,--,--,--,--,97211,--,--,58932,--,77564,06442,--,--,24749,--,--
GG BSC NURSINGOVT,--,--,--,57099,--,--,--,--,--,--,17236,--,--,--,--,149315,5151,156197,59683,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,52759,--,--,147767,--,--,59578,--,--,61506,--,--
GG BSC NURSINGOVT,155419,--,--,62039,--,--,15598,--,--,--,--,--,--,--,--,148789,--,--,48959,--,--,--,--,4979
GG BSC NURSINGOVT,--,--,--,29834,--,--,--,--,--,12361,--,--,20461,--,--,119894,--,--,25646,--,--,--,--,--
GG BSC NURSINGOVT,--,--,59951,54021,--,--,--,--,16816,--,--,--,--,--,--,148796,--,157833,59490,--,--,59313,--,--
GG BSC NURSINGOVT,--,--,--,62849,--,--,--,--,--,--,--,165172,54532,--,--,135108,--,150806,56656,--,--,--,--,--
GG BSC NURSINGOVT,158101,--,--,48887,--,--,--,--,--,--,--,--,55936,--,--,141455,--,--,58861,--,--,--,--,6340
GG BSC NURSINGOVT,--,--,--,29482,--,--,--,--,--,12634,--,--,--,--,--,1113,--,17367,45811,--,48532,--,--,--
GG BSC NURSINGOVT,--,--,--,38162,--,--,13363,--,--,--,--,--,50135,--,--,1475,--,17779,26665,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,22578,--,--,13588,--,--,--,--,--,--,--,--,87666,116355,97831,16641,--,24821,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,17529,--,--,--,--,--,4696,--,50644,53835,--,--,--,--,6277
GG BSC NURSINGOVT,--,--,--,--,--,11770,--,--,--,14451,--,--,--,--,--,98744,--,07592,45373,--,--,44701,--,--
GG BSC NURSINGOVT,--,--,--,42336,--,--,--,--,--,14590,--,--,48115,--,--,2728,131662,36816,32610,--,--,--,--,4588
GG BSC NURSINGOVT,--,--,--,59300,--,--,16252,--,--,--,--,--,--,--,--,4440,--,47222,--,--,--,62470,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,96167,--,--,--,--,53267,--,--,--
GG BSC NURSINGOVT,--,--,--,38112,--,--,13776,--,--,--,--,--,32901,--,--,3243,--,32605,40556,--,--,--,--,4714
GG BSC NURSINGOVT,--,--,--,03243,--,--,--,--,11068,--,--,16096,--,--,--,85982,--,--,95451,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,01239,--,--,83632,--,--,--,--,--,78937,--,--,77954,91528,84489,--,97784,--,07863,--,--
GG BSC NURSINGOVT,--,--,--,--,1947,--,--,--,--,14618,--,--,--,25243,--,1359,--,16634,23170,--,26544,22091,--,--
GG BSC NURSINGOVT,92405,--,--,--,--,--,--,--,--,--,--,--,--,--,--,47918,--,--,--,--,--,08714,--,--
GG BSC NURSINGOVT,--,--,--,02210,2590,--,92579,--,--,10846,--,--,--,07844,--,82616,--,88153,90029,--,04819,96522,--,--
GG BSC NURSINGOVT,--,--,--,--,--,12351,11826,--,--,--,--,--,--,--,--,17217,--,21887,--,--,29942,--,--,--
GG BSC NURSINGOVT,119654,--,--,30889,--,--,--,--,--,--,--,--,125764,--,--,18828,--,21891,2500,--,--,45392,--,--
GG BSC NURSINGOVT,--,--,--,67327,--,--,--,--,--,72828,--,--,93883,--,--,62820,--,--,70552,--,--,87507,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,82377,--,--,--,--,--,--,--,--,43616,--,--,89511,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,24314,--,15016,--,--,--,12314,--,--,126357,--,--,18428,--,--,3671,153615,--,50230,--,--
GG BSC NURSINGOVT,60181,--,--,54777,--,54888,48342,--,--,63907,--,--,43956,--,--,40105,40733,46046,65404,--,66111,62562,--,--
GG BSC NURSINGOVT,60879,--,64881,64027,--,66832,51595,--,72647,53365,--,57954,61652,--,--,50291,50759,57312,65148,--,68153,67263,--,72516
GG BSC NURSINGOVT,63521,--,--,60893,--,65006,77048,--,--,57430,--,--,66125,--,--,46146,52782,52348,68972,84153,75576,71235,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,06271,--,--,--,--,--,--,--,--,1476
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,81627,--,--,--,--,18982,--,--,--
GG BSC NURSINGOVT,83010,85143,--,79948,86291,89031,81966,11040,--,84381,--,--,77011,--,80300,69866,71579,78774,83269,88036,89013,95617,97966,0758
GG BSC NURSINGOVT,128848,--,--,96865,--,--,--,--,--,11223,--,--,10967,--,--,82869,93214,2828,131926,36120,37409,--,--,3191
GG BSC NURSINGOVT,--,--,--,15588,--,--,--,--,--,13956,--,--,--,--,--,13845,--,2599,--,--,32553,39027,--,--
GG BSC NURSINGOVT,111776,--,--,20871,--,--,--,--,--,--,--,--,09350,--,--,07598,--,0779,--,12533,--,--,--,--
GG BSC NURSINGOVT,--,--,--,21718,--,--,12231,--,--,--,--,--,--,--,42461,19593,31335,--,132595,--,--,39938,--,--
GG BSC NURSINGOVT,--,--,--,21004,--,--,--,--,--,13962,--,--,05545,--,--,01426,--,0349,120809,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,49505,--,--,--,--,--,--,--,156394,--,--,--,36150,--,--,137948,--,--,48885,--,--
GG BSC NURSINGOVT,57977,--,--,56315,--,64158,48269,--,--,56138,--,--,59415,--,--,39963,56204,47234,54470,--,67925,41653,--,--
GG BSC NURSINGOVT,--,--,--,92998,--,--,--,--,--,12772,--,--,--,--,81458,76832,--,78453,81250,--,--,--,--,0728
GG BSC NURSINGOVT,129650,--,--,15294,--,--,10716,--,--,--,--,--,--,15493,--,83294,15138,0213,114410,--,--,28038,--,--
GG BSC NURSINGOVT,135413,--,--,29948,--,--,--,--,--,--,--,116331,18705,--,--,12910,--,1427,128657,49447,--,20757,--,3178
GG BSC NURSINGOVT,33091,--,--,43045,46394,44035,27778,--,--,30954,--,--,40042,--,54784,23325,31075,29871,40863,--,51406,31338,--,62322
GG BSC NURSINGOVT,113310,--,--,--,--,--,--,--,--,--,--,--,--,--,--,67077,--,68166,04038,--,--,00577,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,176074,--,--,--,60498,--,97675,97852,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,92578,--,--,--,--,--,--,--,--,76972,--,--,--,140685,23363,32300,--,--,--,--,3235
GG BSC NURSINGOVT,--,--,--,--,--,11356,--,--,13014,--,--,--,--,--,--,0100,--,--,--,--,12235,--,--,--
GG BSC NURSINGOVT,65754,68685,89632,66970,70648,70129,70549,79002,79616,64608,84923,88678,66876,--,66927,58276,60144,63869,79899,84624,87258,76503,--,79140
GG BSC NURSINGOVT,143720,--,--,24942,--,--,--,--,--,--,--,--,--,--,--,1892,--,23055,27200,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,66086,--,--,--,--,--,23938,--,--
GG BSC NURSINGOVT,--,--,--,98939,--,--,--,--,--,15647,--,--,--,--,--,79373,--,--,96880,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,99432,--,--,--,107100,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,60877,62610,--,--,--,--,--,--,--,--,--,--,--,3482,--,49051,39560,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,44523,--,--,16683,--,--,--,--,--,--,--,--,3262,--,47795,39763,--,--,--,--,--
GG BSC NURSINGOVT,131720,--,--,26363,--,--,--,--,--,--,--,--,--,--,--,0368,--,23985,28166,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,54488,--,--,15949,--,--,--,--,--,--,--,--,38520,--,49700,50688,--,--,--,--,--
GG BSC NURSINGOVT,151071,--,--,41040,--,14210,14583,--,--,--,--,--,--,--,--,38990,--,--,43587,--,--,46306,--,--
GG BSC NURSINGOVT,--,--,--,62429,--,--,--,--,--,12852,--,--,--,--,--,41871,51779,61272,96824,--,--,29633,--,--
GG BSC NURSINGOVT,--,--,--,--,--,95743,92088,--,--,--,--,--,--,--,--,72834,75278,78415,--,--,--,--,--,1500
GG BSC NURSINGOVT,108268,--,--,25768,--,--,--,--,--,--,--,--,--,--,--,--,--,01025,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,52883,--,--,15632,--,--,--,--,--,--,--,--,16403,--,50207,58238,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,60337,--,--,--,--,--,17947,--,--,--,--,58551,47269,50957,52931,54155,--,--,56918,--,--
GG BSC NURSINGOVT,159862,--,--,--,--,--,--,--,--,--,--,--,58380,--,--,26849,--,48133,53234,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,08493,--,--,10041,--,--,--,--,--,--,--,--,85332,--,86864,96621,--,--,--,--,--
GG BSC NURSINGOVT,127629,--,--,20232,--,--,--,--,--,--,--,--,--,--,--,16105,--,--,--,--,24184,29106,--,--
GG BSC NURSINGOVT,114342,--,--,17631,--,12873,13637,--,--,--,--,--,--,--,--,05151,05828,09954,09760,--,11092,11865,--,--
GG BSC NURSINGOVT,--,--,--,97001,--,10025,--,--,--,--,--,--,--,--,--,85609,--,--,03755,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,46418,--,--,--,--,--,17664,--,--,--,--,--,16037,--,4896,--,--,--,61993,--,--
GG BSC NURSINGOVT,--,--,--,91965,--,95772,--,--,--,--,--,--,--,--,--,74328,--,85978,91751,--,05649,--,--,--
GG BSC NURSINGOVT,--,--,--,59049,--,--,--,--,--,18233,--,--,--,--,--,18911,--,--,155829,--,58420,--,--,--
GG BSC NURSINGOVT,--,--,--,63965,--,--,--,--,--,--,--,--,--,--,--,53554,--,--,161026,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,82550,0266,--,10009,--,--,11627,--,--,84828,--,--,66678,--,79843,--,74622,89809,74361,--,--
GG BSC NURSINGOVT,83197,--,--,--,--,--,--,--,--,--,--,--,82742,--,--,64159,64227,--,84685,--,--,--,--,--
GG BSC NURSINGOVT,128157,--,--,30020,--,--,--,--,--,--,--,--,--,--,--,22308,--,--,140488,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,64393,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,100523,--,--,--,68182,--,--,--,--,--,--,--,--,--,--,28969,--,57493,91848,--,--,84508,--,--
GG BSC NURSINGOVT,--,--,--,64325,--,--,--,--,--,--,--,--,--,--,--,32696,47624,--,150569,62983,--,--,--,--
GG BSC NURSINGOVT,150091,--,--,64559,--,--,--,--,--,--,--,--,58411,--,--,49847,--,--,160029,--,--,--,--,6368
GG BSC NURSINGOVT,--,--,--,62986,--,--,15534,--,--,--,--,--,--,--,--,29609,--,4641,161233,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,32259,--,--,--,--,--,--,--,--,34610,--,--,26176,--,32175,37878,--,--,--,64778,--
GG BSC NURSINGOVT,78385,--,--,59345,--,61430,51345,--,--,92821,--,--,48533,--,--,48436,--,50345,74677,--,76786,72246,--,--
GG BSC NURSINGOVT,154939,--,--,46380,--,--,16778,--,--,--,--,--,--,--,--,39231,--,44185,46542,--,--,47250,--,--
GG BSC NURSINGOVT,--,--,--,17724,--,--,--,--,--,--,--,--,17529,--,--,99181,--,--,07712,--,--,17917,--,--
GG BSC NURSINGOVT,--,--,--,23008,--,--,--,--,--,--,--,--,--,--,--,91659,--,--,15596,--,--,--,--,--
GG BSC NURSINGOVT,161523,--,--,56752,--,--,--,--,--,--,--,--,--,--,--,46115,--,--,56637,--,--,--,65473,--
GG BSC NURSINGOVT,--,--,--,67834,--,--,--,--,--,--,--,--,88519,--,--,67256,--,79881,95095,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,93254,--,--,--,--,15929,--,--,--,95403,--,93215,--,94001,98119,--,--,--,--,--
GG BSC NURSINGOVT,71697,--,83778,78868,84580,80645,81878,--,99013,68933,--,83957,77147,--,77165,65685,72360,75760,86757,--,90672,89231,--,0098
GG BSC NURSINGOVT,--,--,--,42125,--,--,--,--,--,--,--,--,--,--,--,22010,--,33649,51833,--,--,--,--,--
GG BSC NURSINGOVT,--,--,16014,76494,--,--,--,--,10455,--,--,--,--,--,--,70803,--,--,92480,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,90570,--,--,--,--,--,--,--,--,--,--,--,74860,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,31879,--,--,--,--,--,--,--,--,--,--,--,108998,--,--,23555,--,--,--,--,--
GG BSC NURSINGOVT,70491,--,--,72132,--,81637,66008,--,--,72525,--,--,61442,--,--,50102,55778,65631,78778,89410,82237,71810,--,82914
GG BSC NURSINGOVT,82751,--,--,95762,--,--,--,--,--,--,--,--,--,--,--,50879,--,85224,90692,--,--,02830,--,--
GG BSC NURSINGOVT,--,--,--,94585,--,--,90633,--,--,--,--,--,--,--,--,76536,--,87127,06486,--,--,01405,--,--
GG BSC NURSINGOVT,--,--,--,--,--,12104,--,--,--,13202,--,--,--,--,--,103457,24355,12696,17983,--,36537,--,--,--
GG BSC NURSINGOVT,105912,--,--,--,--,10661,--,--,--,--,--,--,--,--,--,70569,--,76997,--,--,--,04666,--,--
GG BSC NURSINGOVT,--,--,--,--,3713,--,--,--,--,16384,--,--,--,--,--,124178,--,--,35358,--,49929,--,--,--
GG BSC NURSINGOVT,--,--,--,49090,--,--,--,--,--,--,--,--,40264,--,--,131997,--,35530,60023,--,61445,--,--,--
GG BSC NURSINGOVT,--,--,--,20023,--,--,--,--,--,11671,--,--,--,--,--,101266,14593,03888,08619,--,--,17694,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,86072,--,--,--,--,84495,05666,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,54112,--,--,02161,--,--,--,--,--
GG BSC NURSINGOVT,--,--,27975,--,--,--,--,--,--,--,--,--,--,--,--,85229,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,12413,--,--,10432,--,--,--,--,--,--,--,--,95949,--,0268,108002,--,--,02873,--,--
GG BSC NURSINGOVT,--,--,--,94462,--,--,--,--,--,14317,--,--,78737,--,--,76606,--,--,107648,--,11853,--,--,--
GG BSC NURSINGOVT,--,--,--,11943,--,--,--,--,--,--,--,--,--,--,--,77050,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,55883,--,--,16795,--,--,--,--,--,--,--,--,151045,--,--,157745,--,60753,--,--,--
GG BSC NURSINGOVT,--,--,--,62095,--,--,--,--,--,--,--,--,--,--,--,117808,--,2361,130631,--,59701,--,--,--
GG BSC NURSINGOVT,90096,--,94340,00393,0062,10289,95752,--,10589,94468,--,--,92717,--,93192,84449,88727,92134,97976,--,03441,98879,06822,1228
GG BSC NURSINGOVT,--,--,--,08063,--,--,11041,--,--,--,--,--,--,--,--,100716,--,1273,112478,--,--,--,--,--
GG BSC NURSINGOVT,115919,--,--,19750,--,--,--,--,--,--,--,--,--,--,--,114839,15727,--,115190,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,48007,--,--,--,--,--,--,--,46267,--,--,--,118923,--,2880,150936,--,--,60713,--,--
GG BSC NURSINGOVT,93866,--,--,03161,0385,10511,98038,--,--,99061,--,--,93710,--,94856,89647,91086,92813,104086,05524,07203,09156,16680,--
GG BSC NURSINGOVT,--,--,--,94863,--,--,--,--,--,--,--,--,--,01783,--,92854,--,--,93137,--,--,06838,--,--
GG BSC NURSINGOVT,--,--,--,99760,--,--,--,--,--,--,--,--,92199,--,--,91732,--,--,113913,--,--,28551,--,--
GG BSC NURSINGOVT,--,--,--,44421,--,--,--,--,--,--,--,158759,--,--,--,41024,--,--,142823,--,--,56740,--,--
GG BSC NURSINGOVT,152910,--,--,--,--,13662,13338,--,--,--,--,--,--,--,--,10514,--,3661,139596,--,--,--,--,--
GG BSC NURSINGOVT,124141,--,--,17123,--,--,--,--,--,--,--,--,--,--,--,16990,--,--,122645,--,27661,31186,--,--
GG BSC NURSINGOVT,--,--,--,57310,--,--,16898,--,--,15565,--,--,--,--,--,19096,--,4557,--,--,61423,--,--,--
GG BSC NURSINGOVT,--,--,--,--,2772,--,--,--,--,11343,--,--,--,--,--,00821,--,1742,121660,--,--,44279,--,--
GG BSC NURSINGOVT,129579,--,--,--,--,11750,--,--,--,--,--,--,--,--,--,03552,--,0643,123436,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,99696,--,--,--,--,--,--,--,--,--,--,--,87517,--,--,116704,--,--,31682,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,15669,--,--,--,--,--,--,--,--,--,30940,--
GG BSC NURSINGOVT,--,--,--,26631,--,--,--,--,--,--,--,--,--,--,--,94312,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,85069,--,91830,89059,89497,90504,82167,--,90723,94667,--,111374,81866,--,86446,76024,78370,83896,93978,--,01920,94259,--,98142
GG BSC NURSINGOVT,--,--,--,83081,--,--,97604,--,--,--,--,--,--,--,--,82390,--,--,82595,--,--,02770,--,--
GG BSC NURSINGOVT,--,--,--,--,3077,--,--,--,--,--,13237,--,--,14077,--,84642,87190,0100,139029,40306,--,--,--,--
GG BSC NURSINGOVT,--,--,--,07880,--,--,10721,--,--,--,--,--,--,--,--,--,--,04853,--,--,--,--,--,--
GG BSC NURSINGOVT,89723,--,--,96703,--,--,--,--,--,--,--,--,--,--,--,80966,--,--,0655,--,--,--,--,0454
GG BSC NURSINGOVT,100372,--,--,--,--,11042,10189,--,--,--,--,--,--,--,--,94473,--,--,1619,--,--,28622,--,--
GG BSC NURSINGOVT,--,--,--,93218,--,--,96006,--,--,13711,--,--,--,--,--,81181,--,96390,95983,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,14545,--,--,--,--,--,--,--,--,--,--,--,02107,--,--,0714,--,--,--,--,--
GG BSC NURSINGOVT,102164,--,02810,06970,0719,10911,10277,--,10455,10605,--,114306,97498,--,99931,94985,96325,98773,0697,109565,10190,15039,--,1526
GG BSC NURSINGOVT,102458,--,--,07012,--,10850,99473,--,--,10223,--,--,97034,--,--,93570,94865,96302,0728,107452,09420,12211,--,1414
GG BSC NURSINGOVT,86808,--,--,91460,--,94829,83417,--,--,91868,--,--,81480,--,--,75959,76876,78922,87884,93610,92235,91707,97047,97819
GG BSC NURSINGOVT,72944,--,--,74392,81213,83627,73604,--,--,85625,--,--,73352,--,73463,68758,--,69857,77544,--,--,91075,--,--
GG BSC NURSINGOVT,73394,--,--,88972,--,--,92788,--,--,86716,--,--,86211,--,--,71565,74212,77726,0089,108738,02806,92828,--,99902
GG BSC NURSINGOVT,--,86777,--,87090,--,89383,--,10851,--,--,79896,--,80236,--,--,66332,76778,76028,86936,--,86963,89568,--,--
GG BSC NURSINGOVT,66179,--,81842,78473,--,80083,63572,--,70240,86698,10288,93358,76417,--,--,57436,62856,65353,84032,87862,89154,81741,--,92662
GG BSC NURSINGOVT,84660,--,93398,90928,91193,94570,81718,--,98569,80026,--,--,78266,86596,90677,70710,77263,84670,95391,98180,99711,02673,--,0724
GG BSC NURSINGOVT,52194,--,--,96344,--,97552,64603,--,--,10347,--,120784,75195,--,--,46779,63299,66807,75212,--,78593,79914,93851,--
GG BSC NURSINGOVT,--,--,--,01991,--,--,--,--,10289,--,--,--,--,--,90778,60228,--,75230,--,--,--,--,--,1694
GG BSC NURSINGOVT,--,--,--,09585,--,--,--,--,--,16273,--,--,88714,--,--,64747,--,94314,98352,--,16809,--,--,--
GG BSC NURSINGOVT,--,--,--,93094,--,--,--,--,--,--,--,--,86634,--,--,81507,--,--,05412,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,12264,--,--,--,11586,--,--,--,--,--,113875,20118,--,28659,--,--,30877,--,--
GG BSC NURSINGOVT,121946,--,--,16577,--,--,--,--,--,--,--,--,19911,--,--,106025,--,08377,29641,--,--,41551,--,--
GG BSC NURSINGOVT,--,--,--,90665,--,--,--,--,--,--,--,--,--,--,--,63326,--,98673,--,--,23145,16549,--,--
GG BSC NURSINGOVT,--,--,--,86047,--,--,--,--,74173,--,--,--,--,--,--,73354,--,--,78959,--,--,--,--,--
GG BSC NURSINGOVT,157272,--,--,36607,--,15029,--,--,--,--,--,--,--,--,--,116502,30183,--,48262,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,13556,--,--,--,13766,--,--,--,--,--,109424,--,--,15581,--,--,--,--,--
GG BSC NURSINGOVT,--,03334,--,03654,--,10885,--,11750,--,--,--,--,07560,--,--,99932,--,05062,14431,--,--,15096,--,1602
GG BSC NURSINGOVT,--,--,--,--,--,71188,70640,--,--,--,--,--,--,--,96900,58837,--,--,64246,--,--,--,--,--
GG BSC NURSINGOVT,18796,--,--,20556,--,--,--,--,--,--,--,--,--,--,--,09743,--,--,--,--,10389,20495,--,--
GG BSC NURSINGOVT,--,--,--,14497,--,--,--,--,--,15674,--,--,38485,--,--,85153,--,--,09533,--,29603,--,--,--
GG BSC NURSINGOVT,--,--,--,96165,--,10090,--,--,--,--,--,131653,--,--,--,94194,--,--,10541,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,88660,--,--,--,--,--,15294,--,--,--,--,--,82500,--,84417,12648,--,--,00361,--,--
GG BSC NURSINGOVT,--,--,--,75179,--,--,--,--,--,10309,--,--,--,--,--,35756,--,--,--,03237,31553,--,--,--
GG BSC NURSINGOVT,--,--,--,94812,--,--,--,--,--,--,--,--,01833,--,--,90806,--,01091,03808,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,55503,--,--,--,--,--,14868,--,--,50148,--,--,35738,--,49672,58880,--,--,--,--,6754
GG BSC NURSINGOVT,--,--,68278,--,--,16637,--,--,17379,--,--,--,--,--,--,15502,--,--,42244,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,12382,--,--,--,13592,--,--,--,--,99877,56612,78447,88273,--,--,--,33736,--,--
GG BSC NURSINGOVT,05595,--,--,02332,--,--,--,--,--,--,--,--,--,--,--,85033,--,--,12043,--,--,--,--,--
GG BSC NURSINGOVT,62586,--,--,--,--,--,17009,--,--,--,--,--,--,--,--,29739,--,30250,44208,--,--,63972,--,--
GG BSC NURSINGOVT,129694,--,--,20923,--,--,10888,--,--,--,--,--,--,--,--,02734,20351,20993,--,34907,--,38495,--,--
GG BSC NURSINGOVT,--,--,--,21167,--,--,12773,--,--,--,--,--,--,--,--,00296,--,25344,14625,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,96413,--,--,--,--,11469,--,--,--,05741,--,--,92240,--,95603,--,--,--,08861,--,--
GG BSC NURSINGOVT,--,--,70682,--,--,--,--,--,--,--,--,--,67294,--,--,59374,--,60828,--,--,78407,04089,--,--
GG BSC NURSINGOVT,--,--,--,75919,--,--,--,--,83135,--,--,--,--,--,--,66629,--,--,78495,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,63071,--,--,--,--,--,--,--,168598,--,--,--,58935,--,62480,89975,--,--,14705,--,--
GG BSC NURSINGOVT,--,--,--,--,--,10411,--,--,--,--,--,--,--,--,97548,85401,--,--,--,--,09143,--,--,--
GG BSC NURSINGOVT,96345,--,--,95588,--,--,--,--,--,--,--,--,--,--,--,74026,--,75979,90911,--,--,26944,--,--
GG BSC NURSINGOVT,--,--,--,23231,--,--,--,--,--,--,--,--,29049,--,--,19379,--,19940,25684,--,--,21642,--,--
GG BSC NURSINGOVT,124149,--,--,96106,--,--,--,--,--,--,--,--,06564,--,--,95712,--,--,18875,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,05274,--,--,10836,--,--,--,--,--,--,--,--,02325,--,14661,21110,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,52438,--,--,17298,--,--,--,--,--,--,--,--,43431,--,--,45434,--,46881,--,--,--
GG BSC NURSINGOVT,--,23130,--,06498,--,--,--,--,--,--,--,--,--,--,--,04547,--,--,20463,--,--,23580,--,--
GG BSC NURSINGOVT,--,--,--,93101,--,--,10534,--,--,--,--,--,0259,--,--,85890,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,62509,--,--,--,--,--,--,--,--,--,--,--,24273,--,32687,61500,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,19198,--,--,--,--,--,--,--,--,--,--,--,05884,--,17676,--,28511,28489,--,--,--
GG BSC NURSINGOVT,--,--,--,11120,--,--,--,--,11837,--,--,--,--,--,--,99407,--,--,12630,--,--,--,--,--
