Unnamed: 0,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
GG BSC NURSINGOVT,--,--,--,04278,--,--,--,--,--,13478,--,--,0266,--,--,99352,--,--,14808,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,25265,--,--,--,--,--,--,--,--,2259,--,--,19283,--,22203,23291,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,0483,--,--,--,--,--,--,166951,--,--,--,93673,--,--,18175,--,--,30777,--,--
GG BSC NURSINGOVT,--,--,--,12330,--,--,12017,--,--,--,--,--,--,--,--,07728,--,--,23881,--,--,--,--,--
GG BSC NURSINGOVT,109571,--,--,07515,--,--,--,--,--,--,--,--,97738,--,--,94397,--,--,--,--,24627,33384,--,--
GG BSC NURSINGOVT,--,--,--,05547,--,--,94938,--,--,--,--,--,--,--,--,70235,92210,93778,08291,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,39962,--,--,--,--,--,--,--,--,--,--,--,--,32870,3750,137566,--,--,50195,--,--
GG BSC NURSINGOVT,145610,--,--,26848,--,--,--,--,--,--,--,--,26100,--,--,05391,--,--,127885,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,08147,--,--,--,--,--,--,--,--,09942,--,--,03722,--,--,111188,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,0973,--,--,--,--,--,--,--,--,03749,--,96099,--,--,116389,--,22039,--,--,--
GG BSC NURSINGOVT,--,--,--,03267,--,--,--,--,--,--,--,--,07301,--,--,00442,--,--,106195,--,--,33965,--,--
GG BSC NURSINGOVT,115236,--,--,--,--,10824,--,--,--,--,--,--,--,--,07265,90079,--,--,112237,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,81532,--,--,--,11253,--,--,--,--,--,--,--,75809,--,82825,--,--,--,21727,--,--
GG BSC NURSINGOVT,--,--,--,06287,--,--,--,--,--,--,--,181314,--,--,--,79263,--,--,--,--,17572,17839,--,--
GG BSC NURSINGOVT,--,--,--,37296,--,--,--,--,--,12084,--,--,--,--,--,12891,16837,2055,131847,--,--,--,--,--
GG BSC NURSINGOVT,123940,--,--,--,--,--,--,--,--,--,--,--,95359,--,--,72608,--,--,105779,--,--,--,--,2598
GG BSC NURSINGOVT,99651,--,--,12343,--,--,--,--,--,--,--,--,--,--,--,79876,--,98150,99848,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,10744,--,--,10680,--,--,--,--,--,--,--,--,71905,--,--,94117,--,--,26715,--,--
GG BSC NURSINGOVT,--,--,--,--,--,10797,--,--,10967,--,--,--,--,--,--,103988,--,--,04897,--,--,--,--,--
GG BSC NURSINGOVT,111961,--,--,11167,--,--,11282,--,--,--,--,--,--,--,--,97217,--,04496,--,--,15599,39726,--,--
GG BSC NURSINGOVT,--,--,--,02453,--,--,--,--,--,--,--,--,06930,--,--,93606,--,--,15754,--,--,30741,--,--
GG BSC NURSINGOVT,93058,--,--,68926,--,--,10308,--,--,--,--,--,--,--,--,66947,68332,--,91058,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,59892,--,--,--,--,--,17830,--,--,86894,--,--,50583,--,77023,06117,--,--,28213,--,--
GG BSC NURSINGOVT,--,--,--,29358,--,13169,--,--,--,--,--,--,--,--,--,120875,--,--,34508,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,13813,--,--,--,--,--,136258,--,42173,45055,--,--,--,47769,--
GG BSC NURSINGOVT,--,--,--,86570,--,--,--,--,--,--,--,--,--,--,1401,74191,--,--,25933,--,--,09925,--,--
GG BSC NURSINGOVT,--,--,--,22030,--,--,--,--,--,11779,--,--,20766,--,--,106857,--,--,09750,--,--,--,--,3093
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,89934,--,--,18424,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,18459,--,--,12554,--,--,--,--,--,--,--,--,112423,--,17290,--,20586,28557,34698,--,--
GG BSC NURSINGOVT,--,--,--,28127,--,--,--,--,--,13290,--,--,46899,--,--,119642,--,30460,31183,--,--,56547,--,--
GG BSC NURSINGOVT,--,--,--,14365,--,12100,12971,--,--,--,--,--,05319,--,--,05145,05944,--,0928,--,--,--,--,--
GG BSC NURSINGOVT,35181,--,--,20830,--,--,--,--,--,--,--,--,--,--,--,20387,--,24380,3092,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,86245,--,97663,--,--,--,--,--,--,--,--,--,83972,--,--,99661,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,49102,--,--,16160,--,--,--,--,--,--,--,--,48697,56358,--,--,--,62468,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,50357,--,46173,--,52911,5015,--,--,63048,--,--
GG BSC NURSINGOVT,07667,--,--,--,--,--,93588,--,--,--,--,--,--,--,--,93203,--,--,--,--,05178,--,--,--
GG BSC NURSINGOVT,27123,--,--,20378,--,--,--,--,--,--,--,--,--,--,--,18568,--,--,--,--,--,41015,--,--
GG BSC NURSINGOVT,--,--,--,02615,--,--,--,--,--,16388,--,--,00023,--,--,97948,--,--,1746,--,--,12993,--,--
GG BSC NURSINGOVT,--,--,--,19757,--,--,--,--,--,--,--,--,--,--,--,07369,--,10962,2301,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,09775,--,--,--,--,--,11658,--,--,--,--,--,91552,--,--,1062,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,63528,--,--,--,--,--,--,--,174099,60349,--,--,53854,--,--,6024,--,--,61096,--,--
GG BSC NURSINGOVT,--,--,--,54428,--,--,--,--,--,--,--,--,54011,--,--,4777,--,--,54827,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,23661,2537,--,11502,--,--,--,--,--,--,--,--,1481,--,--,23075,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,49574,--,--,--,--,17287,--,--,--,51165,--,--,4189,--,48691,--,--,--,--,--,--
GG BSC NURSINGOVT,89302,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12844,--,--,--,--,2165
GG BSC NURSINGOVT,--,--,--,12771,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25340,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,19120,--,--,94185,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,89518,--,--,--,--,--,37229,--,--
GG BSC NURSINGOVT,--,--,--,93531,--,--,--,--,--,--,--,--,--,--,--,83927,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,10883,--,--,--,--,--,--,--,--,--,8865,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,82507,--,--,07990,--,--,38573,--,--
GG BSC NURSINGOVT,--,--,--,06326,--,--,--,--,--,--,--,--,--,--,--,81992,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0696,--,--,23284,--,--,--,--,--
GG BSC NURSINGOVT,129794,--,--,1843,--,--,15823,--,--,--,--,--,--,11778,--,0726,--,09121,24851,--,--,27028,--,2723
GG BSC NURSINGOVT,102821,--,--,0442,11592,12793,12767,--,--,10850,--,--,--,--,--,92566,99701,04501,17173,--,22871,17212,--,--
GG BSC NURSINGOVT,--,--,--,3304,--,14341,--,16892,--,--,15991,--,16292,--,--,0690,121023,32437,36302,--,--,60340,--,--
GG BSC NURSINGOVT,97574,--,98998,0217,10659,10430,88797,--,11234,95490,--,99460,92516,96033,97092,82065,88786,90432,03554,06858,07274,12239,--,1306
GG BSC NURSINGOVT,--,--,--,0666,--,--,--,--,--,--,--,--,--,--,--,18637,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,54891,--,15784,09555,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,14703,--,--,--,--,--,--,39085,--,--,3861,--,41367,39353,--,--,57960,--,--
GG BSC NURSINGOVT,151061,--,--,5278,--,--,17437,--,--,--,--,--,--,--,--,4344,--,--,--,60316,--,66836,--,--
GG BSC NURSINGOVT,163391,--,--,4680,--,16151,14807,--,--,--,--,--,--,--,--,3205,--,56273,57621,--,--,67109,--,--
GG BSC NURSINGOVT,--,--,--,4327,--,--,--,--,--,14947,--,--,44969,--,--,3756,--,42289,50412,--,55059,--,--,--
GG BSC NURSINGOVT,161316,--,--,--,--,16383,17530,--,--,--,--,--,--,--,58577,4935,--,51280,59361,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,5485,--,16109,--,--,--,--,--,--,--,--,--,2447,--,40878,56591,--,--,--,--,--
GG BSC NURSINGOVT,146886,--,--,40863,59788,--,15532,--,--,--,--,--,--,--,--,39679,4992,14179,147659,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,62853,--,--,14941,--,--,15398,--,--,15794,--,--,42516,--,15279,151969,--,62064,62980,--,--
GG BSC NURSINGOVT,--,--,--,65672,--,--,17092,--,--,--,--,--,--,--,63629,56432,--,15796,--,--,60224,58435,--,--
GG BSC NURSINGOVT,133410,--,--,91843,--,1691,--,--,--,11371,--,--,85480,--,--,79425,--,10082,111925,--,--,12814,--,--
GG BSC NURSINGOVT,163408,--,--,57215,--,--,14515,--,--,--,--,--,15114,--,--,32015,--,14342,135579,--,--,65603,--,--
GG BSC NURSINGOVT,--,--,--,52495,--,--,--,--,--,14766,--,--,14261,--,--,38828,--,14031,139356,--,47514,56990,--,--
GG BSC NURSINGOVT,--,--,--,34572,--,--,--,--,--,--,--,--,--,152420,--,25559,--,13572,132747,--,--,47460,--,--
GG BSC NURSINGOVT,--,--,--,48937,53947,--,--,--,--,16666,--,--,15277,--,--,30291,4515,14542,147472,--,--,60084,--,--
GG BSC NURSINGOVT,163592,--,--,67710,--,6859,16481,--,--,--,--,--,--,--,--,51661,--,15727,155188,--,--,63759,--,--
GG BSC NURSINGOVT,--,--,--,67518,--,--,--,--,--,--,--,--,15810,--,--,48870,--,--,--,58787,60784,68187,--,--
GG BSC NURSINGOVT,--,--,--,65970,--,--,--,--,17836,--,--,--,--,--,--,51673,--,15294,156401,--,63856,--,--,--
GG BSC NURSINGOVT,--,--,--,60896,--,--,--,--,--,16150,--,--,59002,--,--,5534,--,--,59518,--,--,60826,--,--
GG BSC NURSINGOVT,160056,--,--,67499,--,--,16181,--,--,--,--,--,--,--,--,5551,--,--,56688,--,--,--,--,6909
GG BSC NURSINGOVT,--,--,--,57721,--,--,--,--,--,15435,--,--,45040,--,--,4430,--,--,59860,--,--,51054,--,--
GG BSC NURSINGOVT,--,--,--,57286,--,16072,15214,--,--,14632,--,--,--,--,--,4123,--,--,54251,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,61844,--,--,15829,--,--,--,--,--,--,--,--,3815,140540,40664,55513,--,61021,--,--,--
GG BSC NURSINGOVT,137545,--,--,50371,--,--,14884,--,--,--,--,--,--,--,--,2982,--,30945,--,--,52532,66261,--,--
GG BSC NURSINGOVT,--,--,--,66323,--,--,15609,--,--,16646,--,--,--,--,--,4296,--,45980,55445,--,--,57295,--,--
GG BSC NURSINGOVT,--,--,--,43299,--,--,--,--,--,--,--,170403,42979,--,--,3208,--,41823,35834,--,--,68934,--,--
GG BSC NURSINGOVT,155640,--,--,62071,--,--,--,--,--,--,--,--,59476,--,--,5368,157249,58503,60792,--,--,59801,--,--
GG BSC NURSINGOVT,--,--,--,55760,--,--,--,--,--,--,--,170487,--,--,--,5248,--,--,57360,--,--,56868,--,--
GG BSC NURSINGOVT,128653,--,--,12815,--,--,11560,--,--,10162,--,--,--,--,--,66344,--,94784,12769,--,18844,--,--,--
GG BSC NURSINGOVT,--,--,--,44708,--,--,--,--,--,15771,--,--,146911,--,--,39151,--,43207,44511,--,46569,44442,--,--
GG BSC NURSINGOVT,--,--,52445,--,--,15479,--,--,--,--,--,--,--,--,155085,38267,--,41850,45232,--,--,--,--,5682
GG BSC NURSINGOVT,--,--,--,43726,--,--,--,--,--,--,--,--,148629,--,--,32582,--,--,49487,--,--,59312,--,6259
GG BSC NURSINGOVT,97750,--,99301,96874,99989,99316,83299,--,97099,84712,--,91456,89654,--,91988,82559,83037,91003,04259,--,05392,15578,--,2021
GG BSC NURSINGOVT,14688,--,--,34901,--,15833,--,--,--,--,--,--,--,--,--,34607,--,46902,44424,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,13285,--,--,99362,--,--,12341,--,--,97504,--,--,92719,--,05801,06811,--,--,11770,--,--
GG BSC NURSINGOVT,--,--,--,27036,--,--,--,--,--,13181,--,--,124418,--,--,14011,24286,--,33793,--,34407,29145,--,--
GG BSC NURSINGOVT,10027,--,--,--,1234,--,--,--,--,12361,--,--,--,--,--,28452,89991,86938,91253,--,--,05655,--,2316
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,22808,--,--,--,12675,--,--,--,--,--,--,--,14103,--,20042,19015,--,--,--,32330,--
GG BSC NURSINGOVT,--,--,--,23665,--,--,12566,--,--,--,--,--,121988,--,--,14684,--,20427,20112,--,--,--,--,4163
GG BSC NURSINGOVT,--,--,--,02644,--,--,--,--,--,--,--,--,111980,--,--,85278,06268,10228,17790,--,--,28588,--,--
GG BSC NURSINGOVT,96813,--,--,93144,--,93594,92793,--,--,--,--,--,--,--,--,67398,--,88992,02171,--,08167,84294,--,--
GG BSC NURSINGOVT,--,--,--,89732,--,--,--,--,--,13766,--,--,--,--,--,62215,--,--,03470,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,22527,--,--,--,--,--,--,--,--,--,--,--,63835,03170,--,88122,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,92094,--,--,--,--,--,--,--,--,89369,--,--,76808,--,88304,95015,--,--,15959,--,--
GG BSC NURSINGOVT,150786,--,--,41038,--,--,--,--,--,--,--,--,--,--,--,32508,--,39432,32970,--,--,52266,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,16382,--,--,--,--,--,51551,--,--,94527,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,99861,--,--,11899,--,--,15426,--,--,--,--,--,99515,20889,05261,19506,--,33988,--,--,--
GG BSC NURSINGOVT,--,--,--,16020,2588,12698,--,--,--,12594,--,--,--,--,--,12254,--,13252,32763,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,44856,--,--,--,--,--,--,--,--,4097,--,--,39156,--,--,42126,--,--,--,--,4897
GG BSC NURSINGOVT,134556,--,--,28261,--,13521,--,--,--,13272,--,--,2779,--,--,21502,22246,26493,43533,--,--,27888,--,--
GG BSC NURSINGOVT,--,--,--,22243,--,--,--,--,--,--,12144,--,--,--,--,93139,18215,00386,20659,--,33392,--,--,--
GG BSC NURSINGOVT,145764,--,--,51662,--,--,--,--,--,--,--,--,--,--,--,19568,40326,30623,43438,--,--,40300,--,--
GG BSC NURSINGOVT,--,--,--,--,1806,--,11382,--,--,14684,--,--,--,--,24486,74575,108521,1727,12897,--,--,27031,--,--
GG BSC NURSINGOVT,--,--,--,82369,--,87066,--,--,--,77531,--,--,--,--,--,64039,--,69014,81053,--,--,--,--,--
GG BSC NURSINGOVT,--,--,30091,23857,--,12598,--,--,--,--,--,--,--,--,--,1178,--,--,11198,--,13260,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,10671,--,--,--,--,--,--,--,--,89582,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,47684,49573,5116,--,--,--,16300,--,--,--,--,--,--,4739,--,--,14971,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,10478,--,12648,--,--,--,10062,--,--,18492,--,--,83373,108551,85393,12376,--,--,25826,--,--
GG BSC NURSINGOVT,--,--,--,37924,--,--,--,--,--,15277,--,--,35362,--,--,3439,137710,--,15368,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,06393,--,--,12248,--,--,--,--,--,00232,--,--,99157,--,--,10056,129015,--,--,--,--
GG BSC NURSINGOVT,--,--,--,47721,--,--,--,--,--,16248,--,--,42717,--,--,4143,--,4260,15025,--,--,50373,--,--
GG BSC NURSINGOVT,--,--,--,44811,--,14893,15889,--,--,--,--,--,40384,--,--,3781,--,--,--,--,38880,49593,--,--
GG BSC NURSINGOVT,--,--,--,--,4993,--,13601,--,--,14007,--,--,--,--,53611,3183,--,3294,14246,--,--,48192,--,--
GG BSC NURSINGOVT,47043,--,--,42933,--,--,--,--,--,--,--,--,--,--,--,3422,135877,4483,14930,--,--,44674,--,--
GG BSC NURSINGOVT,139607,--,--,25728,--,14394,15038,--,--,--,--,--,--,--,--,2323,--,24383,25310,--,--,54293,--,--
GG BSC NURSINGOVT,88978,--,93881,92746,--,95645,80106,--,81577,82734,--,82889,79823,--,--,72863,74969,77618,92837,98238,95571,98281,03728,99837
GG BSC NURSINGOVT,96349,--,--,96439,96497,97441,86524,--,--,82185,--,--,86568,91636,91794,81945,83554,85885,98143,--,00747,98208,--,1225
GG BSC NURSINGOVT,--,--,--,24973,--,--,--,--,--,14571,--,--,130228,--,--,2130,--,21310,43082,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,25313,--,--,--,--,--,11615,--,--,87085,--,--,85305,--,05690,97977,--,--,47140,--,--
GG BSC NURSINGOVT,63097,--,--,80193,--,82355,58869,--,--,70492,--,--,60281,--,68052,56904,--,65442,84662,--,91310,71000,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,12742,--,--,--,--,72018,71211,75779,--,80707,--,--,12776,--,--
GG BSC NURSINGOVT,81896,87199,90487,86605,88885,91037,76707,89050,--,10221,10938,--,73531,78770,--,61868,69768,74919,87003,91071,96203,88701,08841,--
GG BSC NURSINGOVT,63449,--,--,70786,--,71194,52765,--,--,97223,--,--,59929,--,--,46309,48357,54445,59181,59651,63827,68054,--,--
GG BSC NURSINGOVT,--,--,22935,09214,--,--,--,--,12444,--,--,--,--,--,--,97428,--,--,--,--,34912,13511,--,--
GG BSC NURSINGOVT,--,--,--,42977,--,--,--,--,--,14832,--,--,130084,--,--,2437,--,--,44707,--,--,--,--,--
GG BSC NURSINGOVT,149460,--,--,35236,--,14254,--,--,--,--,--,--,--,--,--,0196,108195,27936,46381,--,--,46513,--,--
GG BSC NURSINGOVT,--,--,--,33552,--,--,14244,--,--,14856,--,--,--,--,--,2756,132019,35166,44877,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,96503,--,--,--,--,--,--,--,159993,--,--,--,86770,--,--,16431,--,--,--,--,--
GG BSC NURSINGOVT,--,--,52088,34605,--,--,--,--,--,15926,--,--,30535,--,--,1563,--,24419,40656,--,--,25775,--,--
GG BSC NURSINGOVT,--,--,--,90765,--,--,--,--,--,--,--,--,96341,--,--,69935,85880,--,01115,--,--,10920,--,--
GG BSC NURSINGOVT,139431,--,--,43164,--,--,--,--,--,--,--,--,--,--,--,3084,--,35683,31775,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,25238,--,--,--,--,--,13948,--,--,02594,--,--,97652,--,--,33122,--,--,--,31215,--
GG BSC NURSINGOVT,138966,--,--,26846,--,--,--,--,--,--,--,--,10117,--,--,0993,--,--,22899,--,--,--,--,--
GG BSC NURSINGOVT,118140,--,--,20667,--,--,--,--,--,--,--,--,--,--,--,1267,--,13969,18908,--,--,29996,--,--
GG BSC NURSINGOVT,119532,--,--,--,--,--,79382,--,--,--,--,--,--,--,--,27265,--,84774,--,--,05300,17626,--,--
GG BSC NURSINGOVT,--,--,--,20655,--,--,--,--,--,--,--,--,--,--,--,89915,--,05134,28430,--,--,--,--,--
GG BSC NURSINGOVT,106699,--,--,--,--,10362,70923,--,--,--,--,--,--,--,--,70216,97702,--,--,--,21212,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,11030,--,--,--,--,--,--,--,--,--,--,--,98619,13787,--,--,--,--,--
GG BSC NURSINGGOVT,10023,--,11105,10476,11721,11954,10918,--,15725,--,--,12807,11118,--,12512,96264,--,10232,99772,--,105490,24451,--,--
GG BSC NURSINGGOVT,12420,--,--,71226,--,--,11873,--,--,89003,--,--,11042,--,--,43876,66455,76209,11536,--,117772,96425,--,--
