Unnamed: 0,1H,1KH,1RH,2AH,2AKH,2ARH,2BH,2BKH,2BRH,3AH,3AKH,3ARH,3BH,3BKH,3BRH,GMH,GMKH,GMRH,SCH,SCKH,SCRH,STH,STKH,STRH
"IC CS-IoT, CyberSecurity",--,--,--,--,--,--,--,--,--,--,--,--,57596,--,--,57164,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,53886,--,66484,--,--,--,--,--,--,--,--,--,49193,--,--,16825,--,--,--,--,--
RA Robotics andAutomation,2995,--,--,--,--,--,60335,--,--,--,--,--,--,--,--,96370,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,--,--,--,19262,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AE Aeronaut.Engg,--,--,--,--,--,--,--,--,--,--,--,--,31721,--,--,11451,--,12171,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,97812,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25743,--,--,--,--,--,--,--,--
CS Computers,--,--,--,106099,--,21301,--,--,--,--,--,--,--,--,--,10337,--,--,20123,--,--,20081,--,--
EC Electronics,--,--,--,138143,--,--,--,--,--,--,--,--,--,--,--,12622,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,148300,--,--,--,--,--,--,--,--,--,--,--,11752,--,15567,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,6317,--,--,--,--,--,--,--,--,--,--,68308,--,--,--,--,--,--,--,--
CS Computers,--,--,--,89351,--,--,--,--,--,--,--,--,--,--,--,80400,--,94061,16329,--,--,19647,--,--
DC Data Sciences,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,84718,--,--,19314,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,89946,--,--,83718,13045,--,--,--,--,--,--,--
"IC CS-IoT, CyberSecurity",7975,--,--,--,--,--,--,--,--,--,--,--,97309,--,--,--,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,117178,--,--,--,--,--,--,--,--,--,--,--,96200,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,37507,--,47170,--,--,--,--,--,--,--,--,--,31723,--,--,13769,--,--,--,--,--
CE Civil,2399,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14059,--,--,--,--,--,--,--,--
CS Computers,--,--,--,30262,--,--,--,--,--,--,--,--,--,--,--,29550,34235,--,95473,--,--,10134,--,129707
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,49840,--,--,--,--,--,--,--,--,33562,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,50618,--,--,--,--,--,--,--,--,--,--,--,41828,--,45958,21636,--,--,14648,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,73232,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"IC CS-IoT, CyberSecurity",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35948,--,--,--,20426,--,--,--,--
IE Info.Science,--,--,--,38137,--,--,--,--,--,--,--,--,40213,--,--,33477,--,38095,13757,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15430,--,--,26792,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,51252,--,--,16549,--,--,--,--,--
CD Computer Sc.and Design,--,--,--,--,--,--,15332,--,--,--,--,--,--,--,--,87052,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,10059,--,--,16364,--,--,--,--,--,--,--,--
CO ComputerEngineering,6753,--,--,--,--,149301,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,63185,--,--,--,--,--,--,--,--,--,--,--,45809,--,60847,11826,--,--,16604,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,90368,--,--,--,--,--,--,--,--,--,--,--,70965,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,101821,--,--,--,--,--,--,--,--,--,--,--,67085,--,--,22868,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,0449,--,--,--,--,--,--,10511,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,65168,--,--,22479,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17144,--,--,--,--,--,--,--,--
AE Aeronaut.Engg,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11038,--,--,17500,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,58672,--,--,--,--,--,--,--,--,--,--,--,44753,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,--,--,--,--,--,--,--,--,--,54374,--,--,33547,--,--,--,--,--,--,--,--
CS Computers,--,--,--,56277,--,--,--,--,--,--,112214,--,--,--,--,53422,--,--,14916,--,16805,14094,--,--
EC Electronics,--,--,--,73348,--,--,--,--,--,--,--,--,--,--,--,69237,--,80204,--,--,--,--,--,--
"IC CS-IoT, CyberSecurity",--,--,--,--,--,--,--,--,--,0007,--,--,--,--,--,--,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,95749,--,--,--,--,--,--,--,--,--,--,--,70313,--,--,23158,--,--,26205,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15042,--,--,--,--,--,--,--,--
MT Mechatronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21612,--,--,--,--,--,--,--,--
RI Robotics and AI,--,--,--,--,--,--,82798,--,--,--,--,--,--,--,--,10177,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,--,--,--,--,--,--,78245,--,--,--,--,--,--,--,--,22256,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,44176,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,74976,--,--,--,63592,--,--,20008,--,--,--,--,--
EC Electronics,--,--,--,13644,--,--,--,--,--,--,--,--,--,--,--,88956,--,94512,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0997,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,91461,--,--,--,--,--,--,--,--,--,--,--,75628,--,--,26098,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,163336,--,--,--,--,--,--,--,--,--,--,79806,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,81011,--,--,--,--,--,27187,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,87457,97328,--,--,--,--,--,--,--,--,--,--,--,74385,--,--,15850,--,--,--,--,--
EA AgricultureEngineering,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0414,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,02937,--,--,--,--,--,--,--,10022,--,--,--,--,--,--
"IC CS-IoT, CyberSecurity",--,--,--,12651,--,--,--,--,--,--,--,--,--,--,--,93035,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,86974,--,--,21200,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,--,--,--,17945,--,--,--,--,--,--,--,--,--,--,81681,5175,--,--,17590,--,--,--,--,--
CS Computers,--,--,--,--,--,--,78827,--,--,76471,--,--,--,--,--,51644,56380,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,96419,--,--,85703,--,94575,--,--,--,15469,--,--
ME Mechanical,--,--,--,21683,--,--,--,--,--,--,--,--,--,--,--,8628,--,--,21561,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,75185,58491,--,--,87248,--,--,--,--,--,44082,--,--,--,--,--,--,--,--
CE Civil,4899,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2986,--,15823,17776,--,--,--,--,--
CS Computers,--,--,--,58551,--,--,--,--,--,--,--,--,45857,58899,--,41812,--,--,87979,--,89105,71849,--,--
EC Electronics,--,--,--,82066,--,--,--,--,--,--,--,--,--,--,--,70059,--,--,12596,--,--,--,--,--
ME Mechanical,--,--,--,22393,--,--,--,--,--,--,--,--,--,--,--,4664,--,22275,21999,--,--,--,--,--
CE Civil,--,--,--,19088,--,--,--,--,--,--,--,--,--,--,--,6248,--,17117,19400,--,--,--,--,--
CS Computers,--,--,--,72257,--,--,--,--,--,--,--,09170,--,--,--,63381,--,--,98452,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,19142,--,--,01391,--,--,89995,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6854,--,--,23178,--,--,25761,--,--
CE Civil,--,--,--,19277,--,--,--,--,--,--,--,--,--,--,--,6547,--,--,22044,--,22920,--,--,--
CS Computers,73773,85356,--,--,--,--,--,--,--,--,--,--,--,--,--,62525,--,--,--,--,--,11531,--,--
EC Electronics,--,--,--,11092,--,--,--,--,--,--,--,--,--,--,--,92484,--,10279,15057,--,--,--,--,--
"MM Mechanical,Smart Manf.",--,--,--,--,--,--,--,--,--,68720,--,--,64613,--,--,0147,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,62592,--,98550,--,--,--,--,--,--
CB Comp. Sc. andBus Sys.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,00413,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,95538,--,--,19881,--,--,--,--,--
CF CS(ArtificialIntel.),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,70504,--,--,--,--,--,--,--,--
CO ComputerEngineering,--,--,--,--,--,--,--,--,--,--,--,--,09180,--,--,97366,--,--,--,--,--,--,--,--
CS Computers,--,--,--,66402,--,--,--,--,--,--,--,--,--,--,--,47067,--,--,12930,--,18812,13350,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,--,--,--,24359,--,--,--,--,--,67658,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,83199,--,--,--,--,--,--,--,--,--,--,--,74942,--,--,23725,--,--,--,--,--
"IC CS-IoT, CyberSecurity",6878,--,--,--,--,--,--,--,--,--,--,--,--,--,--,88550,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,83372,--,--,--,--,--,--,--,--,--,--,--,65205,--,72944,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
MK Mechanical Engg(Kannada),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,74285,--,--,--,--,--,--,--,--
AE Aeronaut.Engg,--,--,--,--,--,--,--,--,--,--,--,--,--,69011,--,30749,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,12539,--,--,--,--,--,--,--,--,--,--,--,04510,--,13868,20172,--,--,--,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23240,--,--,22852,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18708,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,43907,--,--,--,--,--,--,--,--,50696,--,--,41899,--,57210,15258,--,--,--,--,--
CS Computers,--,--,--,36615,--,--,--,--,--,--,--,--,--,--,--,28792,54065,46715,13281,--,--,11002,--,--
EC Electronics,--,--,--,49324,--,--,--,--,--,--,--,--,--,--,--,34606,--,--,23665,--,--,--,--,--
IE Info.Science,--,--,--,--,--,61631,--,--,--,69101,--,--,--,--,--,38523,--,--,19955,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,77395,--,--,--,--,--,--,--,--
RA Robotics andAutomation,1007,--,--,--,--,--,--,--,--,--,--,--,--,--,--,64800,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,247599,--,--,--,--,--,--,--,--,90086,19475,--,--,--,--,21779,--,--
CS Computers,--,--,--,93099,--,--,--,--,--,--,--,--,--,--,--,83070,--,86173,10304,--,--,--,--,--
EC Electronics,--,--,--,11517,--,--,--,--,--,--,--,--,--,--,--,04849,--,--,17806,--,19566,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,48920,--,--,07397,--,--,98910,--,24038,--,--,--,--,--,--
CE Civil,8936,--,--,20256,--,1690,172674,--,208159,91209,--,--,85330,--,94203,63430,16592,18142,19988,--,20805,18022,20182,--
CS Computers,81822,90092,--,94967,--,0802,78817,--,--,77738,--,--,76406,--,--,70347,70585,84434,10305,--,11295,98191,--,111372
EC Electronics,1987,--,12458,12985,--,3347,125553,--,--,45679,--,--,14771,--,--,12060,11278,11398,18624,21812,19890,14895,--,--
ME Mechanical,2981,--,--,26099,--,--,232634,--,--,--,--,--,23342,--,--,13411,21981,26588,27442,--,--,--,--,--
CE Civil,--,--,--,18395,--,--,--,--,--,--,--,06057,--,--,--,7445,--,--,21107,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,75994,--,--,66454,--,68246,--,--,--,12199,--,--
EC Electronics,2578,--,--,--,--,--,50139,--,--,--,--,--,--,--,--,1089,11647,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1661,--,--,25786,--,--,--,--,--
CE Civil,2020,--,--,23273,236538,60028,50445,--,--,270610,--,--,10601,--,--,0611,20739,21665,23182,--,23477,23917,--,--
CS Computers,93630,--,--,97398,99945,99541,88432,--,--,114712,29265,--,85134,--,--,84886,--,88686,11970,--,13189,12463,--,139742
EC Electronics,4444,--,--,15722,--,61275,54135,--,--,165737,--,--,32337,--,46752,2840,14293,14558,21469,21847,22088,19528,--,209993
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7397,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,93231,--,--,22604,--,--,--,--,--
CS Computers,--,--,--,12373,--,--,--,--,--,--,--,07795,--,--,--,0070,--,--,18672,--,--,--,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2705,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1866,--,15247,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"IC CS-IoT, CyberSecurity",--,--,--,12792,--,--,--,--,--,--,--,--,--,--,--,1734,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,96761,17300,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,--,--,--,14969,--,--,--,--,--,182001,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,26004,--,--,--,--,--,--,--,--,24674,--,--,21498,--,30520,72384,--,--,--,--,--
EC Electronics,--,--,--,34595,--,--,--,--,--,--,--,--,--,--,--,31975,--,--,11127,--,--,11573,--,235360
EE Electrical,57879,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48311,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1593,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,61200,--,--,14125,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5111,--,--,--,--,--,--,--,--
CS Computers,--,--,--,68661,--,--,--,--,--,--,--,--,--,--,--,41203,--,51832,96744,--,--,--,--,--
EC Electronics,--,--,--,64973,--,--,--,--,--,--,--,--,--,--,--,50395,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,57445,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,86908,12863,--,--,--,--,--,--,--
CE Civil,2842,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,10647,--,--,--,--,--,--,--,--,--,--,--,83253,--,88124,18535,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,89444,--,--,20728,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4505,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,82400,--,48545,--,--,--,--,--,--,--,--,--,61108,--,--,17448,--,--,--,--,--
CD Computer Sc.and Design,--,--,--,--,--,--,--,--,--,--,--,--,21829,--,--,94180,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6763,--,--,--,--,--,--,--,--
CS Computers,--,--,--,72106,--,--,--,--,--,--,--,--,--,--,--,70149,--,--,19105,23067,23062,14877,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,15413,--,--,--,--,--,--,--,--,--,--,11062,--,--,--,--,--,--
EA AgricultureEngineering,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1819,--,--,17181,--,--,--,--,--
EC Electronics,--,--,--,11551,--,--,--,--,--,--,--,--,--,--,--,78166,--,10672,22130,--,--,--,--,--
"IC CS-IoT, CyberSecurity",--,--,--,--,--,--,--,--,--,09321,--,--,--,--,--,97465,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,79740,--,--,--,--,--,21896,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14719,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,78768,--,--,77108,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6134,--,--,--,--,--,--,--,--
CS Computers,--,--,--,81251,--,--,--,--,--,--,--,--,--,--,--,72053,--,76484,15795,--,--,14250,--,--
EC Electronics,--,--,--,11187,--,--,--,--,--,--,--,--,--,--,--,86613,--,--,22343,--,--,--,--,--
"IC CS-IoT, CyberSecurity",--,--,--,--,--,--,--,--,--,09452,--,--,--,--,--,--,--,--,--,--,--,--,--,--
IE Info.Science,95461,--,--,--,--,42864,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0806,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,24529,--,--,0463,--,--,--,--,--,--,--,--
CG ComputerScience and Tech,3382,--,--,--,--,--,--,--,--,--,--,--,--,--,--,96274,--,--,--,--,--,--,--,--
CS Computers,--,--,--,87237,96981,--,--,--,--,--,--,--,--,--,--,63494,--,--,16059,--,18829,18513,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,69789,--,--,19362,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2769,--,--,24888,--,--,--,--,--
EZ ELECTRONICS ANDCOMPUT,--,--,--,--,--,--,--,--,--,26006,--,--,--,--,--,--,--,12049,--,--,--,--,--,--
"IC CS-IoT, CyberSecurity",--,--,--,13276,--,--,--,--,--,--,--,--,--,--,--,90257,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,59250,26615,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9942,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",71121,--,--,75757,--,73534,--,--,--,--,--,--,--,--,--,53858,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6534,--,--,--,--,--,--,--,--
CS Computers,--,--,--,63860,--,--,--,--,--,--,--,--,--,--,--,42903,--,57464,15993,--,--,16888,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,--,--,--,69484,--,--,--,--,--,69064,--,--,22482,--,--,--,--,--
EC Electronics,--,--,--,85019,--,--,42699,--,--,--,--,--,--,--,--,64083,--,83666,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,36158,--,62934,--,--,54907,--,--,18712,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8781,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4530,--,--,--,--,--,--,--,--
CS Computers,--,--,--,116886,--,--,--,--,--,--,--,--,--,--,--,91869,--,10680,19929,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,54532,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2685,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,97959,--,--,23977,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,--,--,--,48219,--,--,--,--,--,68855,--,--,19814,--,--,--,--,--
CB Comp. Sc. andBus Sys.,--,--,--,175035,--,--,--,--,--,--,--,--,41959,--,--,97420,--,16508,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9315,--,--,--,--,--,--,--,--
CS Computers,--,--,--,80549,--,49333,--,--,--,--,--,--,--,--,--,76405,--,--,22345,--,--,21193,--,--
EC Electronics,--,--,--,114397,--,--,--,--,--,--,--,--,--,--,--,98784,--,17147,26406,--,--,--,--,--
EE Electrical,7476,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6498,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,--,--,--,246652,--,--,--,--,--,--,--,--,32279,--,--,1782,23787,24026,23648,--,--,24910,--,--
CS Computers,1623,--,--,123090,30520,25159,97816,--,--,32212,--,43556,03659,--,25555,95481,10219,11570,17667,18628,21511,15014,--,206359
EC Electronics,4008,--,--,147979,--,68653,45488,--,--,44221,--,--,39037,--,--,3822,14065,15154,22904,--,--,23688,--,--
EE Electrical,--,--,--,198623,--,13751,57520,--,--,--,--,--,61815,--,--,5718,--,15924,27388,--,--,25610,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5360,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,174019,--,--,--,--,--,--,--,--,--,--,--,2604,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3565,--,17052,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,130367,--,--,--,--,--,--,--,--,--,--,--,87055,--,--,16866,--,23229,16402,--,--
EC Electronics,--,--,--,170923,--,78609,--,--,--,--,--,--,--,--,--,3598,--,--,24726,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,91053,--,--,6653,--,--,--,--,--,--,--,--
EV EC  Engg(VLSIDesign),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4342,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0727,15580,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,13927,--,18542,--,--,--,--,--,--,--,--,--,9951,--,--,52562,--,--,--,--,--
CS Computers,--,--,--,9683,--,--,--,--,--,--,--,--,--,--,--,7976,16427,12366,42962,--,--,50801,--,--
IE Info.Science,--,--,--,12597,--,--,--,--,--,--,--,--,11894,--,--,10381,--,18525,50316,12395,--,57404,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,02614,--,--,--,--,--,--,--,--,--,--,11088,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4238,--,--,--,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,87297,--,--,20968,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2313,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4349,--,--,--,--,--,--,--,--
CS Computers,--,--,--,119176,--,--,--,--,--,--,--,--,--,--,--,91218,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1248,--,--,--,--,--,--,--,--
EE Electrical,--,--,--,177086,--,--,237510,--,--,--,--,--,--,--,--,4305,--,21733,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AE Aeronaut.Engg,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,151066,--,--,--,--,--,--,--,--,--,--,--,2148,--,16693,21471,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CO ComputerEngineering,0263,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24794,--,--,--,--,--,--,--
CS Computers,--,--,--,135035,--,--,--,--,--,--,--,--,--,--,50432,2457,--,--,19729,--,--,22469,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,48700,--,--,4844,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,88825,--,--,--,--,--,--,--,13978,--,--,--,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,93704,--,--,--,--,--,--,--,--,--,--,--,80137,--,88334,18963,--,--,--,--,--
